Time;Head;Neck;Spine Shoulder;Spine Mid;Spine Base;R Shoulder;R Elbow;R Wrist;R Hand;R Hand Tip;
1523791446519;0.140725 0.532362 3.49622;0.162701 0.377737 3.46679;0.15466 0.292054 3.46735;0.12903 0.0314339 3.4591;0.093544 -0.321421 3.43796;0.181023 0.222721 3.30381;-0.16489 0.1627 3.30381;-0.44735 0.164269 3.15368;-0.516093 0.174605 3.16212;-0.606165 0.17227 3.1685;
1523791446553;0.140861 0.53219 3.49629;0.162102 0.377534 3.4673;0.154062 0.291828 3.46793;0.12857 0.0310644 3.45982;0.0933185 -0.322196 3.43888;0.181242 0.222946 3.30431;-0.164708 0.16383 3.30431;-0.447857 0.163768 3.15297;-0.514617 0.177211 3.16383;-0.603538 0.171625 3.17111;
1523791446585;0.13983 0.532564 3.49643;0.161961 0.377972 3.46706;0.15398 0.292172 3.46772;0.128641 0.0311766 3.45967;0.0937641 -0.322378 3.43857;0.181241 0.222941 3.30431;-0.164556 0.165049 3.30431;-0.448543 0.163559 3.15267;-0.517397 0.179894 3.16329;-0.607652 0.187143 3.16995;
1523791446619;0.139644 0.532646 3.49608;0.161808 0.378197 3.46741;0.153837 0.29236 3.46802;0.128586 0.0312234 3.4598;0.0937598 -0.322432 3.43858;0.181421 0.223028 3.30447;-0.165115 0.166141 3.30447;-0.449456 0.168954 3.15535;-0.51729 0.183663 3.16497;-0.607002 0.185467 3.173;
1523791446652;0.139772 0.532776 3.49597;0.161389 0.378284 3.46754;0.153391 0.292529 3.4682;0.128145 0.0316164 3.4601;0.0933844 -0.321784 3.43901;0.181405 0.223035 3.30447;-0.166526 0.167722 3.30447;-0.450225 0.171082 3.15647;-0.516441 0.186 3.16823;-0.607473 0.187061 3.17546;
1523791446685;0.139368 0.532764 3.4961;0.161306 0.378515 3.4686;0.153323 0.29275 3.46918;0.128176 0.0317369 3.4608;0.0935031 -0.32183 3.43937;0.181325 0.223097 3.30457;-0.167055 0.168644 3.30457;-0.430688 0.177005 3.16008;-0.51853 0.18736 3.16868;-0.607194 0.18595 3.17401;
1523791446721;0.139713 0.532815 3.49605;0.161265 0.378588 3.46895;0.153313 0.292974 3.46938;0.12842 0.0332474 3.46042;0.094789 -0.316272 3.43618;0.180957 0.223323 3.30457;-0.167568 0.169575 3.30457;-0.431187 0.178472 3.16088;-0.519388 0.191282 3.17146;-0.604689 0.188572 3.17476;
1523791446751;0.139864 0.532768 3.49568;0.161258 0.378608 3.46902;0.153291 0.293097 3.46943;0.1283 0.034164 3.46021;0.0943828 -0.314365 3.43551;0.180985 0.223341 3.30457;-0.167508 0.170559 3.30457;-0.430799 0.17494 3.15866;-0.519014 0.192976 3.16887;-0.610774 0.183188 3.18138;
1523791446785;0.140286 0.532851 3.49584;0.161641 0.378558 3.46858;0.153588 0.293064 3.46897;0.128412 0.0339858 3.45964;0.0940933 -0.315364 3.43481;0.181047 0.223461 3.30457;-0.167831 0.170929 3.30457;-0.431463 0.183642 3.16392;-0.525467 0.196384 3.17119;-0.61457 0.200645 3.17759;
1523791446819;0.140582 0.533167 3.49731;0.161655 0.378468 3.4683;0.153632 0.292998 3.46873;0.128573 0.0338564 3.45947;0.0946253 -0.316048 3.43489;0.181617 0.224043 3.3051;-0.166994 0.172798 3.3051;-0.430422 0.193059 3.16766;-0.516313 0.200936 3.17191;-0.600993 0.19933 3.1763;
1523791446854;0.140987 0.533186 3.49709;0.161719 0.378465 3.46824;0.153692 0.293043 3.46865;0.128623 0.0340548 3.45926;0.0945802 -0.315822 3.43472;0.181649 0.224013 3.30508;-0.167579 0.174104 3.30508;-0.450321 0.196193 3.16838;-0.52061 0.204838 3.17353;-0.610418 0.206905 3.1806;
1523791446888;0.140803 0.533647 3.49678;0.16224 0.379162 3.46859;0.154047 0.293682 3.46901;0.128609 0.0344031 3.45969;0.0938384 -0.315935 3.43588;0.181611 0.224014 3.30507;-0.166753 0.177135 3.30507;-0.430072 0.197356 3.16839;-0.514674 0.206741 3.17436;-0.601463 0.213638 3.17701;
1523791446920;0.140666 0.53361 3.49678;0.162827 0.379298 3.46884;0.154586 0.293787 3.46914;0.129131 0.0343042 3.45955;0.0946044 -0.316781 3.43521;0.181527 0.223946 3.30504;-0.166128 0.180228 3.30504;-0.439491 0.204128 3.17294;-0.513366 0.210901 3.17525;-0.604414 0.208072 3.1877;
1523791446953;0.140205 0.533772 3.49708;0.163196 0.379536 3.46884;0.154838 0.293923 3.46916;0.129205 0.0342179 3.45962;0.0943394 -0.318052 3.43582;0.181524 0.223953 3.30508;-0.166845 0.181905 3.30508;-0.441792 0.205532 3.17274;-0.514699 0.212966 3.1736;-0.602715 0.216281 3.18087;
1523791446986;0.14099 0.534452 3.49735;0.163716 0.380004 3.46832;0.155321 0.294282 3.46868;0.129557 0.0341783 3.45925;0.0946737 -0.318709 3.43545;0.18142 0.223917 3.30506;-0.165121 0.18382 3.30506;-0.432268 0.205901 3.17246;-0.514403 0.216035 3.17668;-0.603384 0.214844 3.18301;
1523791447019;0.142101 0.534782 3.49782;0.164024 0.380113 3.46836;0.155707 0.29441 3.46864;0.130246 0.0342271 3.45889;0.0958754 -0.318933 3.43442;0.181644 0.224003 3.30502;-0.164722 0.184947 3.30502;-0.430432 0.206948 3.17219;-0.518531 0.221081 3.17663;-0.60546 0.220763 3.18327;
1523791447053;0.142233 0.535359 3.49956;0.164886 0.380248 3.46707;0.156496 0.294473 3.46756;0.130794 0.0339941 3.45836;0.0962367 -0.319499 3.4344;0.181594 0.223972 3.30526;-0.164567 0.186337 3.30526;-0.427759 0.210668 3.17358;-0.516776 0.223996 3.17924;-0.607063 0.221908 3.18717;
1523791447089;0.143206 0.535252 3.4982;0.164771 0.380257 3.46737;0.156453 0.294547 3.46771;0.130885 0.0342632 3.45834;0.0967284 -0.318459 3.43391;0.180827 0.223788 3.30491;-0.160748 0.188844 3.30491;-0.423992 0.210832 3.17349;-0.517954 0.227435 3.17923;-0.607128 0.230614 3.18757;
1523791447119;0.142795 0.535062 3.49751;0.164949 0.380312 3.46746;0.156644 0.294576 3.46781;0.13114 0.0341213 3.45845;0.0970892 -0.319179 3.43424;0.180853 0.223807 3.30496;-0.159766 0.19051 3.30496;-0.439779 0.216928 3.17397;-0.5155 0.228187 3.17971;-0.601538 0.227761 3.19;
1523791447152;0.144014 0.53526 3.49799;0.164976 0.380237 3.46752;0.156659 0.294561 3.46782;0.131183 0.0341942 3.45834;0.0970916 -0.318722 3.43374;0.180811 0.223818 3.30495;-0.159074 0.191501 3.30495;-0.433965 0.216855 3.17467;-0.514427 0.231215 3.18199;-0.608853 0.227069 3.19053;
1523791447185;0.144531 0.535297 3.49815;0.165049 0.380186 3.46758;0.156736 0.294556 3.46781;0.131505 0.0344149 3.45788;0.0977646 -0.317857 3.43202;0.180757 0.223834 3.3052;-0.157475 0.193267 3.3052;-0.422347 0.217857 3.17626;-0.512808 0.238015 3.18242;-0.599644 0.240905 3.19154;
1523791447220;0.144813 0.535252 3.49756;0.165169 0.38022 3.46755;0.156868 0.294577 3.46778;0.131647 0.0343385 3.45786;0.0979337 -0.318346 3.43225;0.18054 0.223965 3.30515;-0.157157 0.194128 3.30515;-0.421484 0.218068 3.17649;-0.511235 0.238209 3.18435;-0.595048 0.243327 3.1946;
1523791447255;0.145228 0.535012 3.49666;0.165913 0.380145 3.46722;0.159397 0.294492 3.46675;0.145485 0.0340354 3.45272;0.139124 -0.319728 3.41874;0.180474 0.22394 3.30512;-0.155174 0.19563 3.30512;-0.421406 0.218453 3.17663;-0.514405 0.23877 3.18511;-0.601661 0.240857 3.19078;
1523791447285;0.145904 0.535141 3.49689;0.165961 0.380129 3.4672;0.16164 0.294547 3.46612;0.165382 0.0352492 3.44733;0.18263 -0.31579 3.40818;0.180252 0.223516 3.30507;-0.153308 0.196908 3.30507;-0.420554 0.219527 3.17719;-0.512456 0.242244 3.1864;-0.59621 0.249715 3.19537;
1523791447321;0.145779 0.534969 3.49679;0.16771 0.380266 3.46714;0.166394 0.295397 3.46518;0.171047 0.0378047 3.44525;0.183702 -0.312502 3.40649;0.180271 0.223531 3.30505;-0.150898 0.198247 3.30505;-0.419761 0.22076 3.17749;-0.515377 0.24552 3.18714;-0.605131 0.24981 3.19673;
1523791447354;0.146303 0.535339 3.49721;0.167996 0.38051 3.46712;0.167317 0.295796 3.46488;0.172085 0.0380236 3.44469;0.183736 -0.312497 3.40612;0.180847 0.223209 3.30547;-0.150382 0.198866 3.30547;-0.419206 0.221776 3.17787;-0.515803 0.246943 3.18655;-0.600651 0.253862 3.1926;
1523791447385;0.14766 0.53572 3.4978;0.168816 0.380684 3.46709;0.168801 0.296056 3.46461;0.173354 0.0382536 3.44431;0.18381 -0.312387 3.40597;0.180709 0.223321 3.30541;-0.148386 0.200247 3.30541;-0.419474 0.222172 3.17768;-0.513194 0.247332 3.18868;-0.603132 0.248198 3.19926;
1523791447420;0.148097 0.535727 3.49806;0.169403 0.380704 3.46728;0.168906 0.296055 3.46469;0.169994 0.0380343 3.44522;0.155599 -0.313441 3.41092;0.180446 0.223299 3.30518;-0.147977 0.200907 3.30518;-0.424451 0.223093 3.17776;-0.513941 0.249262 3.19094;-0.60193 0.258243 3.20003;
1523791447452;0.148682 0.535569 3.49784;0.169403 0.380611 3.46788;0.167494 0.295859 3.46592;0.148167 0.0369533 3.45231;0.103978 -0.314752 3.42482;0.180465 0.223302 3.30516;-0.147567 0.201992 3.30516;-0.450886 0.244488 3.1811;-0.519898 0.252299 3.19073;-0.610976 0.2611 3.19947;
1523791447485;0.148628 0.535461 3.49799;0.169979 0.380558 3.46777;0.167479 0.295848 3.46592;0.147398 0.0368985 3.45232;0.104256 -0.314758 3.42474;0.179572 0.223042 3.3048;-0.147176 0.202785 3.3048;-0.409777 0.231717 3.18357;-0.505125 0.252577 3.19087;-0.593746 0.256782 3.19957;
1523791447519;0.14955 0.535117 3.4979;0.170498 0.380242 3.46813;0.167383 0.29561 3.46621;0.146657 0.0366198 3.45255;0.104481 -0.31486 3.42465;0.17906 0.223083 3.30456;-0.147098 0.203189 3.30456;-0.409701 0.23154 3.18333;-0.504758 0.253292 3.18996;-0.594845 0.25253 3.2008;
1523791447552;0.150176 0.53509 3.49725;0.170558 0.380256 3.46815;0.167215 0.295603 3.46626;0.145979 0.0365444 3.45242;0.104952 -0.315057 3.42404;0.180455 0.222516 3.30526;-0.146782 0.20373 3.30526;-0.409415 0.231243 3.18301;-0.505978 0.253878 3.18958;-0.592527 0.258211 3.19264;
1523791447585;0.153235 0.535762 3.49933;0.1713 0.380056 3.4674;0.167214 0.295447 3.466;0.145424 0.0362007 3.45244;0.104974 -0.315606 3.42453;0.18028 0.222614 3.30521;-0.146607 0.204224 3.30521;-0.414676 0.238134 3.18355;-0.509768 0.258669 3.19163;-0.603935 0.263905 3.20307;
1523791447621;0.15625 0.536434 3.50145;0.171207 0.37998 3.46747;0.166573 0.29516 3.46622;0.144202 0.0355252 3.45279;0.105034 -0.316436 3.42473;0.1823 0.221691 3.30636;-0.146559 0.205305 3.30636;-0.4088 0.235431 3.18297;-0.506404 0.260931 3.19335;-0.58889 0.269454 3.2023;
1523791447652;0.156256 0.536073 3.50128;0.172839 0.379779 3.467;0.167171 0.294988 3.46599;0.144304 0.0354312 3.45273;0.105723 -0.316749 3.42469;0.182614 0.221659 3.30653;-0.146288 0.205836 3.30653;-0.411277 0.240622 3.18418;-0.506345 0.262793 3.19132;-0.595853 0.268328 3.19861;
1523791447685;0.156658 0.536688 3.50143;0.173537 0.380397 3.46698;0.167351 0.295319 3.46602;0.144147 0.0356335 3.45287;0.105677 -0.316687 3.42495;0.181799 0.221566 3.30678;-0.145861 0.207058 3.30678;-0.414218 0.242428 3.18568;-0.509934 0.264271 3.19628;-0.592658 0.272191 3.2036;
1523791447719;0.157141 0.536677 3.5009;0.173609 0.380432 3.46707;0.167333 0.295314 3.46611;0.143957 0.0354313 3.45314;0.105946 -0.317464 3.42549;0.182188 0.22167 3.30716;-0.145332 0.207633 3.30716;-0.41584 0.243893 3.18632;-0.508809 0.266864 3.19437;-0.595486 0.273506 3.20954;
1523791447752;0.158132 0.536007 3.49878;0.174008 0.380192 3.46783;0.167481 0.295067 3.46672;0.14394 0.0351753 3.4535;0.106328 -0.317829 3.42566;0.181567 0.221835 3.30684;-0.144777 0.208249 3.30684;-0.420251 0.2465 3.18708;-0.508867 0.268132 3.19565;-0.596312 0.283741 3.20899;
1523791447785;0.15804 0.535908 3.49815;0.174353 0.380248 3.46774;0.16758 0.295064 3.46671;0.143929 0.0350782 3.45358;0.106516 -0.318328 3.42606;0.182439 0.221564 3.30735;-0.144561 0.208756 3.30735;-0.420995 0.247017 3.18729;-0.50897 0.26884 3.1966;-0.597615 0.275678 3.20656;
1523791447819;0.158473 0.535916 3.49767;0.174665 0.380318 3.46767;0.167728 0.295201 3.46669;0.143961 0.035884 3.45371;0.107083 -0.315214 3.42664;0.187668 0.22261 3.30769;-0.144393 0.209514 3.30769;-0.420573 0.247582 3.18827;-0.509206 0.270754 3.19964;-0.598634 0.273818 3.2123;
1523791447853;0.159356 0.535803 3.49818;0.175252 0.380146 3.46804;0.168028 0.295051 3.46701;0.143946 0.0357003 3.45403;0.107035 -0.31561 3.42698;0.188302 0.222112 3.30805;-0.144421 0.210116 3.30805;-0.420276 0.248162 3.18901;-0.512031 0.272616 3.20036;-0.60515 0.278167 3.20964;
1523791447885;0.159356 0.535505 3.49818;0.17549 0.379896 3.46811;0.168129 0.294891 3.46707;0.143931 0.0356585 3.45406;0.10704 -0.315616 3.42698;0.188411 0.222146 3.30818;-0.144395 0.210817 3.30818;-0.420961 0.248581 3.1895;-0.511413 0.27338 3.20131;-0.596676 0.285652 3.21096;
1523791447920;0.159678 0.535531 3.49752;0.175944 0.38004 3.46799;0.168367 0.294998 3.46697;0.143946 0.0357217 3.45399;0.107043 -0.315568 3.4268;0.189493 0.221954 3.30884;-0.144539 0.21124 3.30884;-0.421779 0.248818 3.19008;-0.508837 0.274367 3.203;-0.598742 0.289339 3.20878;
1523791447953;0.15974 0.535381 3.49759;0.176148 0.379883 3.46791;0.168467 0.294892 3.46693;0.14394 0.0356889 3.45399;0.107049 -0.315594 3.42679;0.19118 0.221557 3.30913;-0.144308 0.21161 3.30913;-0.421577 0.248907 3.19028;-0.512182 0.274852 3.2028;-0.605588 0.28463 3.21207;
1523791447986;0.160247 0.535443 3.49766;0.176739 0.379817 3.46725;0.168875 0.294892 3.46647;0.144074 0.0357927 3.45384;0.107286 -0.315346 3.42677;0.191179 0.221561 3.30911;-0.144354 0.212254 3.30911;-0.454027 0.26309 3.193;-0.51633 0.276875 3.20314;-0.607455 0.286115 3.21659;
1523791448019;0.160705 0.535476 3.49752;0.176743 0.379818 3.46725;0.16888 0.294889 3.46646;0.144105 0.0357695 3.45384;0.107764 -0.315586 3.42675;0.191296 0.221654 3.30936;-0.144404 0.212574 3.30936;-0.454865 0.263308 3.19307;-0.516428 0.280198 3.20808;-0.606527 0.287996 3.2212;
1523791448052;0.16072 0.535446 3.49731;0.176948 0.379872 3.46736;0.169013 0.294935 3.46653;0.144136 0.0358025 3.45383;0.107849 -0.315529 3.42662;0.192023 0.221818 3.30974;-0.144449 0.213151 3.30974;-0.450947 0.263351 3.19432;-0.514483 0.281327 3.20759;-0.604138 0.294747 3.22185;
1523791448085;0.16072 0.535382 3.49722;0.177252 0.37999 3.468;0.169185 0.294981 3.46707;0.144055 0.0357096 3.45419;0.107628 -0.315876 3.42685;0.191981 0.221811 3.30988;-0.144858 0.214006 3.30988;-0.406704 0.252494 3.19572;-0.484676 0.276517 3.20485;-0.563886 0.28503 3.20815;
1523791448120;0.160918 0.535356 3.49767;0.177887 0.379804 3.46731;0.169674 0.294805 3.4665;0.144239 0.0355739 3.45389;0.107737 -0.316033 3.42668;0.192259 0.221769 3.31008;-0.144863 0.214401 3.31008;-0.406828 0.251115 3.19499;-0.482589 0.274655 3.20339;-0.564124 0.283236 3.20857;
1523791448152;0.161702 0.535504 3.49771;0.177897 0.379841 3.46729;0.169676 0.294827 3.46651;0.144211 0.0355881 3.45396;0.107712 -0.316098 3.42693;0.187904 0.223182 3.30898;-0.144538 0.215126 3.30898;-0.406522 0.25068 3.1947;-0.48325 0.275263 3.20579;-0.562861 0.286686 3.2107;
1523791448185;0.163907 0.536264 3.4985;0.177608 0.380177 3.46744;0.169407 0.295139 3.46666;0.143996 0.0358346 3.45412;0.107681 -0.315986 3.42704;0.189352 0.222895 3.30957;-0.144733 0.215498 3.30957;-0.40658 0.250697 3.19335;-0.467954 0.27314 3.2035;-0.546558 0.283167 3.20771;
1523791448219;0.163976 0.536276 3.49859;0.177826 0.380154 3.46725;0.169576 0.295088 3.4665;0.144067 0.0357154 3.45403;0.107763 -0.316334 3.42694;0.189687 0.222843 3.3101;-0.144266 0.215913 3.3101;-0.406246 0.250195 3.19429;-0.467383 0.273859 3.20614;-0.546224 0.283021 3.20577;
1523791448252;0.164697 0.536344 3.49836;0.177835 0.380165 3.46714;0.169581 0.295083 3.46646;0.144068 0.0356792 3.45405;0.107865 -0.316602 3.42731;0.189592 0.222931 3.31023;-0.143957 0.215986 3.31023;-0.405716 0.252533 3.19612;-0.474674 0.275977 3.20627;-0.554906 0.287099 3.20883;
1523791448286;0.164707 0.536381 3.49813;0.178118 0.380265 3.46695;0.169734 0.295145 3.46636;0.144064 0.0356847 3.45406;0.107634 -0.316625 3.42752;0.189663 0.222891 3.31024;-0.144094 0.216328 3.31024;-0.405918 0.253133 3.19732;-0.477202 0.276886 3.20876;-0.556793 0.285839 3.21157;
1523791448319;0.164836 0.536223 3.49736;0.178133 0.380279 3.46703;0.169753 0.295143 3.4664;0.1441 0.0356336 3.45407;0.107876 -0.316918 3.42737;0.189619 0.222843 3.31057;-0.144067 0.216767 3.31057;-0.405785 0.254246 3.19742;-0.479912 0.278686 3.2075;-0.555432 0.291043 3.20689;
1523791448353;0.164824 0.536088 3.49736;0.178195 0.38013 3.46702;0.169804 0.295046 3.46638;0.144122 0.0356228 3.45404;0.107966 -0.316765 3.42718;0.188365 0.223215 3.31054;-0.144761 0.217322 3.31054;-0.406299 0.25621 3.19808;-0.480356 0.279191 3.20876;-0.557433 0.290437 3.21627;
1523791448387;0.164794 0.536403 3.49722;0.178597 0.380473 3.46679;0.17011 0.295256 3.46619;0.144217 0.0356011 3.45394;0.108017 -0.317107 3.42702;0.188349 0.222971 3.31053;-0.144841 0.217983 3.31053;-0.406641 0.255549 3.19841;-0.471802 0.277161 3.20936;-0.547023 0.289718 3.20845;
1523791448420;0.164839 0.536275 3.49732;0.178647 0.380305 3.46667;0.170172 0.295114 3.46606;0.144293 0.0355168 3.45378;0.108187 -0.317105 3.42675;0.186373 0.223087 3.31011;-0.145493 0.218773 3.31011;-0.407228 0.256843 3.19881;-0.476128 0.279707 3.20895;-0.554493 0.295644 3.21283;
1523791448454;0.166267 0.537036 3.49927;0.178768 0.380576 3.46669;0.170265 0.295288 3.46611;0.144333 0.0355299 3.45391;0.108221 -0.317446 3.4273;0.183842 0.222545 3.30973;-0.145414 0.219594 3.30973;-0.407348 0.256815 3.19949;-0.478044 0.279612 3.20966;-0.556805 0.294643 3.21565;
1523791448491;0.166948 0.536994 3.49927;0.178368 0.380664 3.46802;0.170015 0.295398 3.46711;0.144323 0.035632 3.45425;0.108385 -0.317313 3.42729;0.18183 0.222972 3.30986;-0.145415 0.219953 3.30986;-0.407389 0.2572 3.19971;-0.477095 0.280438 3.21246;-0.556921 0.290943 3.21869;
1523791448522;0.167006 0.536792 3.49893;0.17812 0.380507 3.46808;0.169822 0.2953 3.46715;0.144228 0.035631 3.45426;0.108353 -0.317197 3.42722;0.182142 0.222903 3.31008;-0.145473 0.220165 3.31008;-0.407424 0.257922 3.20042;-0.47983 0.281228 3.2112;-0.558031 0.291159 3.21599;
1523791448558;0.166956 0.536644 3.4988;0.178142 0.380423 3.46825;0.169835 0.29524 3.46727;0.144223 0.0356173 3.45428;0.108349 -0.317183 3.42716;0.182282 0.223145 3.3101;-0.145762 0.220793 3.3101;-0.407739 0.258084 3.20071;-0.479263 0.280492 3.21294;-0.556335 0.291442 3.22177;
1523791448585;0.166744 0.537066 3.49873;0.178327 0.380845 3.46789;0.169989 0.295634 3.46695;0.144283 0.0359282 3.45402;0.10837 -0.316882 3.42683;0.181633 0.223386 3.3099;-0.145651 0.22097 3.3099;-0.407773 0.256715 3.20041;-0.463826 0.275885 3.20737;-0.544801 0.295211 3.2187;
1523791448619;0.166396 0.537175 3.49924;0.178247 0.380878 3.46784;0.169943 0.295649 3.46692;0.144281 0.0359208 3.45401;0.108475 -0.316972 3.4268;0.180945 0.223617 3.30972;-0.146037 0.22152 3.30972;-0.40813 0.25731 3.20055;-0.454468 0.275426 3.20539;-0.529348 0.298694 3.20168;
1523791448653;0.166407 0.536967 3.49923;0.178219 0.380712 3.46806;0.169903 0.295501 3.46711;0.144207 0.0358123 3.45414;0.108414 -0.317016 3.42683;0.180829 0.223614 3.30965;-0.145807 0.221568 3.30965;-0.407895 0.259175 3.20307;-0.448951 0.273978 3.20778;-0.523461 0.29457 3.1995;
1523791448686;0.166541 0.537156 3.49979;0.178094 0.380804 3.4681;0.169788 0.295563 3.46716;0.144096 0.0357959 3.45418;0.108306 -0.317137 3.42684;0.180151 0.22412 3.30975;-0.145876 0.221716 3.30975;-0.408591 0.260802 3.21321;-0.462955 0.280174 3.21002;-0.524099 0.297484 3.20441;
