Time;Head;Neck;Spine Shoulder;Spine Mid;Spine Base;R Shoulder;L Shoulder;R Elbow;L Elbow;R Wrist;L Wrist;R Hand;L Hand;R Hand Tip;L Hand Tip;R Thumb;L Thumb;R Hip;L Hip;R Knee;L Knee;R Ankle;L Ankle;R Foot;L Foot;Frame No.;
1525193550882;0.170173 0.287522 2.20532;0.226187 0.134942 2.16071;0.225069 0.0594026 2.15629;0.217985 -0.170033 2.13148;0.204588 -0.486153 2.08819;0.366328 0.0380146 2.09982;0.0583485 0.0108983 2.21641;0.355703 -0.101346 2.09982;0.0238449 -0.222693 2.25323;0.251416 0.0885611 2.06786;-0.0311067 -0.455907 2.25333;0.208438 0.135968 2.09387;-0.0512181 -0.559358 2.23697;0.159065 0.174275 2.11323;-0.0391581 -0.616803 2.2325;0.19509 0.097138 2.08969;-0.0280048 -0.545225 2.21125;0.274955 -0.473573 2.02817;0.128766 -0.483599 2.07966;0.329022 -0.7912 1.96208;0.140135 -0.795529 2.04999;0.408138 -1.13836 1.96481;0.174532 -1.09556 2.08712;0.366326 -1.15957 1.84688;0.136379 -1.11784 1.96808;199;
1525193550950;0.162871 0.285564 2.20393;0.223065 0.135972 2.15928;0.222378 0.0600962 2.15547;0.216778 -0.170332 2.13217;0.204838 -0.487613 2.09191;0.366114 0.0375314 2.09843;0.0577747 0.0103119 2.21628;0.353582 -0.102229 2.09843;0.0254693 -0.223673 2.25272;0.248971 0.0877226 2.06674;-0.0303899 -0.456771 2.25086;0.205205 0.134855 2.09101;-0.0431049 -0.561541 2.21746;0.159182 0.174645 2.10434;-0.0281398 -0.618606 2.21039;0.1923 0.0935831 2.0866;-0.0188263 -0.550041 2.21306;0.274704 -0.474357 2.0303;0.12924 -0.485199 2.084;0.329275 -0.792323 1.96294;0.141498 -0.799549 2.05484;0.408715 -1.13886 1.96538;0.174938 -1.09752 2.08823;0.366711 -1.1602 1.84758;0.136595 -1.1199 1.96933;200;
1525193551047;0.152954 0.283764 2.20554;0.219508 0.137498 2.15845;0.219385 0.0611163 2.15523;0.215305 -0.170714 2.1336;0.205679 -0.490086 2.09734;0.347993 0.0404066 2.08621;0.0566666 0.00911415 2.21535;0.351529 -0.106401 2.08621;0.0277412 -0.227419 2.24207;0.247675 0.0838907 2.06348;-0.031553 -0.456875 2.19206;0.210246 0.13227 2.0866;-0.0460361 -0.529751 2.16519;0.157192 0.166608 2.10741;-0.0496186 -0.58629 2.14766;0.194189 0.0829005 2.06487;-0.0281016 -0.538125 2.12667;0.274536 -0.475785 2.03331;0.131027 -0.488405 2.09159;0.330795 -0.795216 1.96632;0.143744 -0.800348 2.05859;0.408624 -1.14041 1.96714;0.174818 -1.0991 2.08862;0.361909 -1.16201 1.85142;0.131761 -1.12173 1.9718;201;
1525193551082;0.147709 0.281937 2.2059;0.217288 0.138465 2.15797;0.217579 0.0617405 2.15508;0.214686 -0.171039 2.13438;0.207113 -0.491804 2.09986;0.344913 0.0416578 2.08451;0.0549399 0.0072405 2.21446;0.349509 -0.105937 2.08451;0.0280607 -0.230936 2.2332;0.24515 0.0842577 2.0626;-0.0329264 -0.46012 2.18431;0.209888 0.130571 2.08567;-0.0473232 -0.522249 2.14535;0.158057 0.162932 2.10238;-0.0517538 -0.580258 2.12395;0.183455 0.0974398 2.08408;-0.0256042 -0.521388 2.11358;0.275233 -0.476631 2.03492;0.132896 -0.490858 2.09467;0.330028 -0.782889 1.97082;0.145501 -0.803442 2.06281;0.408323 -1.14165 1.96855;0.175563 -1.10274 2.08965;0.361149 -1.1634 1.85301;0.132029 -1.1255 1.97301;202;
1525193551149;0.140921 0.279789 2.20547;0.215541 0.139349 2.15745;0.216077 0.0624135 2.15487;0.214095 -0.171095 2.13513;0.207933 -0.49242 2.102;0.343122 0.0422866 2.08357;0.0529827 0.00567876 2.21378;0.348473 -0.105651 2.08357;0.0257428 -0.234453 2.21649;0.24398 0.0845265 2.06209;-0.0394135 -0.452953 2.12958;0.207825 0.133321 2.08607;-0.052945 -0.520638 2.09473;0.152417 0.164719 2.10757;-0.0606618 -0.574261 2.06776;0.185224 0.0928828 2.08307;-0.0260929 -0.517809 2.06177;0.275743 -0.477189 2.03671;0.133796 -0.491386 2.09692;0.332858 -0.788735 1.97516;0.146456 -0.803954 2.06522;0.409326 -1.14232 1.97202;0.175126 -1.10441 2.09583;0.362026 -1.16423 1.85646;0.131485 -1.12733 1.97918;203;
1525193551181;0.137626 0.278657 2.20451;0.213905 0.140315 2.15722;0.214679 0.0631402 2.15483;0.213629 -0.171141 2.1357;0.208649 -0.493072 2.10317;0.342164 0.0427406 2.08301;0.0508605 0.00372672 2.21322;0.347324 -0.105122 2.08301;0.0239 -0.237035 2.20735;0.242698 0.0850345 2.0613;-0.0434321 -0.45439 2.11907;0.203039 0.135867 2.08781;-0.0555241 -0.512128 2.07295;0.151726 0.170575 2.10567;-0.0643063 -0.568139 2.04457;0.183291 0.0961988 2.08767;-0.0441934 -0.570333 2.06833;0.276191 -0.477421 2.03768;0.134675 -0.492471 2.0982;0.333271 -0.77836 1.97697;0.147642 -0.805516 2.06775;0.408801 -1.14278 1.97368;0.175443 -1.10532 2.09727;0.361539 -1.1648 1.85803;0.131825 -1.12835 1.98054;204;
1525193551215;0.135372 0.277024 2.20256;0.212828 0.140562 2.15694;0.213639 0.0633561 2.15464;0.213154 -0.171237 2.13596;0.208758 -0.493221 2.10343;0.34187 0.0430063 2.08291;0.0495272 0.00219882 2.21147;0.34604 -0.104398 2.08291;0.0221931 -0.238706 2.20115;0.24121 0.0857108 2.06036;-0.0476131 -0.448895 2.09682;0.200703 0.133563 2.08571;-0.0590912 -0.504723 2.05175;0.152364 0.165333 2.10037;-0.06478 -0.56063 2.01888;0.187829 0.0928404 2.08055;-0.0315788 -0.505081 2.01756;0.276278 -0.47755 2.0379;0.134752 -0.492598 2.09846;0.333619 -0.77637 1.9772;0.148289 -0.806877 2.0688;0.408958 -1.14287 1.97413;0.175884 -1.10619 2.09716;0.362161 -1.16491 1.8583;0.132726 -1.12921 1.98025;205;
1525193551248;0.133258 0.275541 2.20123;0.212125 0.140676 2.15686;0.213009 0.0634322 2.15461;0.212919 -0.171393 2.13618;0.209178 -0.493601 2.10374;0.341219 0.0433409 2.08252;0.0487338 0.00155884 2.21049;0.345204 -0.103794 2.08252;0.0204414 -0.239352 2.19519;0.240339 0.0863148 2.05954;-0.0499694 -0.446498 2.08469;0.198876 0.131944 2.08828;-0.0616689 -0.50002 2.03238;0.15206 0.16831 2.10014;-0.0644257 -0.556203 2.00112;0.185113 0.0964971 2.08385;-0.0324894 -0.500924 1.998;0.276715 -0.477743 2.0383;0.135093 -0.493131 2.09866;0.333678 -0.775962 1.97728;0.148596 -0.807455 2.06979;0.408646 -1.14317 1.97459;0.176481 -1.10672 2.09825;0.361949 -1.16527 1.85862;0.133411 -1.12981 1.9812;206;
1525193551281;0.131452 0.274737 2.19933;0.211526 0.140681 2.15658;0.212431 0.0633957 2.15434;0.212658 -0.171647 2.13616;0.209407 -0.494101 2.10363;0.340857 0.0434507 2.08228;0.0475672 6.84386e-05 2.20842;0.344912 -0.103284 2.08228;0.0175599 -0.24064 2.18813;0.240146 0.0868616 2.05876;-0.0528423 -0.44128 2.07314;0.195889 0.129365 2.09146;-0.0628665 -0.49113 2.01737;0.153676 0.164769 2.09864;-0.0668103 -0.545212 1.98067;0.186643 0.0937869 2.08285;-0.0340572 -0.486512 1.98955;0.277031 -0.47823 2.03858;0.135247 -0.493796 2.09804;0.333556 -0.77561 1.97736;0.148996 -0.809597 2.07098;0.408727 -1.14367 1.97478;0.177105 -1.10901 2.09819;0.362463 -1.16581 1.85851;0.134459 -1.13212 1.98085;207;
1525193551315;0.130219 0.273622 2.19721;0.210973 0.140678 2.15633;0.211922 0.0633953 2.1541;0.212506 -0.171731 2.13612;0.209619 -0.494214 2.10351;0.340452 0.0435023 2.08205;0.0483464 0.00190044 2.20844;0.344654 -0.103149 2.08205;0.0157042 -0.238326 2.18128;0.239929 0.0870119 2.05843;-0.0523335 -0.432136 2.06811;0.198506 0.126498 2.08654;-0.064222 -0.481447 2.00769;0.15082 0.165931 2.09874;-0.0680359 -0.535093 1.96726;0.187796 0.0930013 2.08112;-0.037439 -0.47915 1.97186;0.277245 -0.478464 2.03865;0.135511 -0.49377 2.09764;0.333378 -0.774945 1.97733;0.149007 -0.809617 2.07093;0.408965 -1.14387 1.97487;0.177167 -1.10901 2.09819;0.362569 -1.16606 1.85859;0.134391 -1.13217 1.98084;208;
1525193551348;0.129438 0.271967 2.19508;0.210488 0.140589 2.15588;0.211468 0.0633148 2.15362;0.212351 -0.171896 2.13581;0.210122 -0.494457 2.10279;0.340254 0.0434816 2.0819;0.0469117 0.000831238 2.20573;0.344567 -0.103031 2.0819;0.0142118 -0.239377 2.17716;0.239913 0.0872002 2.05809;-0.0518924 -0.425754 2.06009;0.196792 0.129189 2.08731;-0.0641656 -0.474643 2.0009;0.15118 0.163461 2.10374;-0.0722517 -0.525169 1.95569;0.189299 0.0921028 2.08119;-0.0373732 -0.469283 1.97214;0.277846 -0.478758 2.03834;0.135822 -0.493885 2.09627;0.33332 -0.774741 1.97725;0.148926 -0.809586 2.07067;0.409178 -1.14423 1.975;0.177411 -1.10898 2.09771;0.363516 -1.16639 1.85842;0.135367 -1.13211 1.98007;209;
1525193551415;0.128816 0.270595 2.19279;0.209923 0.140494 2.15572;0.210954 0.0632294 2.15334;0.212115 -0.172098 2.13531;0.210893 -0.494807 2.10082;0.339975 0.0434345 2.08174;0.0450307 -0.000150696 2.2004;0.344609 -0.102868 2.08174;0.0126695 -0.24022 2.16749;0.240021 0.0874252 2.05766;-0.0518557 -0.427635 2.04507;0.196088 0.129239 2.08683;-0.0636551 -0.47831 1.98745;0.151856 0.166928 2.09324;-0.0691615 -0.528133 1.9439;0.187124 0.0938715 2.08047;-0.0333704 -0.478611 1.9545;0.278833 -0.47906 2.03709;0.136153 -0.494183 2.09347;0.335275 -0.782514 1.97636;0.148754 -0.808818 2.0681;0.409218 -1.14469 1.97501;0.176518 -1.10824 2.09547;0.364909 -1.16682 1.8577;0.135837 -1.13135 1.9771;210;
1525193551448;0.128424 0.269511 2.19074;0.209196 0.140429 2.15543;0.210195 0.0631389 2.15288;0.211469 -0.172449 2.13443;0.210772 -0.495429 2.09875;0.339809 0.0432798 2.08152;0.0436533 -0.000961409 2.19604;0.344795 -0.102706 2.08152;0.0121046 -0.241126 2.16223;0.240248 0.0876397 2.05702;-0.0519276 -0.428716 2.03972;0.195805 0.127602 2.0876;-0.0626942 -0.48135 1.98427;0.153383 0.165607 2.09464;-0.0677259 -0.533442 1.94194;0.187027 0.0929104 2.07947;-0.0329692 -0.477488 1.95705;0.279167 -0.479693 2.03557;0.135391 -0.494676 2.09086;0.334785 -0.779661 1.97535;0.147957 -0.807108 2.06362;0.409274 -1.14529 1.97535;0.176934 -1.10809 2.09393;0.366042 -1.16741 1.85747;0.137322 -1.13117 1.97498;211;
1525193551482;0.128159 0.269159 2.18854;0.193914 0.137743 2.14803;0.197771 0.0607986 2.14621;0.20641 -0.17419 2.13031;0.210889 -0.496214 2.09662;0.339819 0.0427616 2.08111;0.0415796 -0.00216944 2.19167;0.344379 -0.102152 2.08111;0.0115697 -0.242563 2.15777;0.2397 0.088192 2.05506;-0.0521966 -0.43155 2.03472;0.195707 0.126871 2.086;-0.0623087 -0.486562 1.98347;0.151121 0.169036 2.08991;-0.0673743 -0.539097 1.94433;0.184736 0.0942916 2.07966;-0.030488 -0.487928 1.95336;0.279659 -0.480363 2.0339;0.135033 -0.495491 2.08833;0.334277 -0.777686 1.97375;0.146953 -0.806605 2.05966;0.410643 -1.14567 1.97496;0.176559 -1.10856 2.09188;0.3688 -1.1681 1.85654;0.138361 -1.13195 1.9724;212;
1525193551564;0.128508 0.269112 2.18559;0.195667 0.137925 2.1483;0.198606 0.0608991 2.14612;0.206405 -0.174236 2.12943;0.210146 -0.49637 2.09293;0.340133 0.0424847 2.08079;0.0379799 -0.0038259 2.18346;0.343732 -0.100534 2.08079;0.0124622 -0.244756 2.14914;0.237285 0.0425956 1.97089;-0.0506548 -0.438352 2.03324;0.212748 0.0928233 2.0122;-0.0565651 -0.49987 1.99033;0.184815 0.163501 2.02189;-0.0623304 -0.551959 1.95266;0.190147 0.0484717 2.04846;-0.0252837 -0.494663 1.97021;0.279561 -0.480813 2.03148;0.133433 -0.495114 2.08323;0.335066 -0.784673 1.96999;0.146316 -0.806304 2.05679;0.41212 -1.14564 1.97269;0.172014 -1.10505 2.08994;0.372498 -1.16787 1.85332;0.136129 -1.12827 1.96948;213;
1525193551597;0.128972 0.269256 2.18308;0.196895 0.138269 2.14818;0.199347 0.0611682 2.14576;0.206347 -0.17405 2.12797;0.209403 -0.496116 2.08926;0.340062 0.042627 2.08074;0.0365101 -0.00463043 2.17926;0.342953 -0.0990302 2.08074;0.0123062 -0.245629 2.14401;0.230453 0.0412165 1.95663;-0.048856 -0.445858 2.03303;0.219508 0.0853734 1.99272;-0.0537711 -0.506095 1.99566;0.194848 0.152672 1.99288;-0.0593238 -0.560918 1.96126;0.210007 0.038759 2.02344;-0.024542 -0.503088 1.97067;0.279394 -0.481034 2.02929;0.131993 -0.494143 2.07798;0.332975 -0.77933 1.96653;0.145574 -0.80582 2.05501;0.413052 -1.14528 1.97202;0.174008 -1.10476 2.08529;0.37447 -1.1674 1.85215;0.139145 -1.12785 1.96434;214;
1525193551632;0.129659 0.269291 2.18203;0.197512 0.138544 2.1481;0.199676 0.0613872 2.14553;0.205945 -0.173855 2.1269;0.208174 -0.495922 2.08711;0.340075 0.0428483 2.08075;0.0355678 -0.00431064 2.17715;0.342402 -0.0977603 2.08075;0.0123468 -0.245413 2.14193;0.218586 0.0334376 1.93317;-0.0471738 -0.452669 2.03438;0.222516 0.0831577 1.98444;-0.0519979 -0.515318 2.0031;0.204507 0.122093 1.98085;-0.0579316 -0.569725 1.97466;0.22 0.0630967 1.97141;-0.0225824 -0.515161 1.98179;0.278725 -0.481026 2.02816;0.130286 -0.493753 2.07485;0.33228 -0.777628 1.9655;0.144338 -0.80358 2.05188;0.412578 -1.14516 1.97196;0.174119 -1.10216 2.08369;0.374573 -1.16723 1.85179;0.139821 -1.12522 1.96243;215;
1525193551648;0.132868 0.270253 2.17709;0.197954 0.138711 2.14784;0.200016 0.061572 2.1451;0.205819 -0.173689 2.12574;0.207999 -0.49571 2.08557;0.339919 0.0431003 2.0806;0.0349754 -0.00387133 2.17517;0.341277 -0.0960637 2.0806;0.0114789 -0.244819 2.13817;0.216712 0.0345797 1.93603;-0.0458515 -0.458309 2.03728;0.223054 0.0879279 1.98758;-0.049198 -0.522154 2.01133;0.209268 0.124024 1.9794;-0.054452 -0.576537 1.97851;0.218599 0.0658323 1.97572;-0.0187277 -0.524375 1.99313;0.278564 -0.481062 2.02715;0.130187 -0.493272 2.07287;0.331384 -0.775684 1.96464;0.143757 -0.802489 2.05;0.412431 -1.14512 1.9718;0.174042 -1.10085 2.08294;0.374909 -1.16717 1.85137;0.140223 -1.1239 1.96142;216;
1525193551690;0.135096 0.270805 2.17391;0.187483 0.137022 2.13771;0.190961 0.0603871 2.13571;0.200422 -0.173996 2.11909;0.207579 -0.495193 2.08338;0.340082 0.0439211 2.07952;0.0332415 -0.00297268 2.16947;0.340115 -0.0940102 2.07952;0.0107275 -0.244253 2.13552;0.214958 0.0359542 1.93818;-0.0444818 -0.462499 2.03977;0.224245 0.0912019 1.98734;-0.0472797 -0.52746 2.01522;0.208604 0.12701 1.98402;-0.0492975 -0.584598 1.98777;0.221199 0.0560995 1.9848;-0.0217976 -0.522123 1.99003;0.278258 -0.480872 2.02543;0.129723 -0.492459 2.07038;0.33052 -0.774146 1.96362;0.142587 -0.798566 2.04506;0.41223 -1.14485 1.97188;0.17333 -1.09973 2.08219;0.376398 -1.16714 1.85107;0.141208 -1.12302 1.96028;217;
1525193551815;0.136108 0.271536 2.17118;0.182263 0.136853 2.13203;0.185686 0.0603429 2.12993;0.195312 -0.173753 2.11352;0.20517 -0.494309 2.07985;0.340242 0.0457518 2.07652;0.0317382 -0.00144669 2.16477;0.335414 -0.090901 2.07652;0.00952859 -0.242995 2.13459;0.220735 0.0473256 1.93981;-0.0426241 -0.466441 2.0515;0.222655 0.0938228 1.97558;-0.0503585 -0.532484 2.03139;0.200606 0.156017 1.98271;-0.0533511 -0.589234 2.00477;0.218922 0.0462754 2.00517;-0.023199 -0.524851 2.01355;0.2762 -0.480162 2.02182;0.127144 -0.491501 2.06712;0.32901 -0.772816 1.9623;0.141866 -0.798359 2.04334;0.411714 -1.14386 1.97226;0.173338 -1.09968 2.08209;0.376541 -1.16623 1.85126;0.141869 -1.12304 1.96001;218;
1525193551862;0.136526 0.271859 2.16853;0.17971 0.137311 2.12814;0.183094 0.0608075 2.12617;0.192642 -0.173317 2.11024;0.203263 -0.493672 2.07751;0.34101 0.0463216 2.07423;0.0305728 -0.000777665 2.16249;0.332568 -0.0897058 2.07423;0.00878497 -0.242468 2.13438;0.218787 0.100931 1.96476;-0.042655 -0.466954 2.05408;0.199735 0.163435 2.00631;-0.0527816 -0.533339 2.03136;0.164228 0.223524 2.01838;-0.054171 -0.587924 2.00652;0.178076 0.138257 2.03705;-0.0261822 -0.528475 2.0043;0.274637 -0.479917 2.02014;0.124962 -0.490432 2.06406;0.327882 -0.771827 1.96071;0.140872 -0.796993 2.04049;0.411274 -1.14325 1.97229;0.172871 -1.09882 2.08182;0.376313 -1.16568 1.85124;0.141613 -1.12224 1.95969;219;
1525193551897;0.135993 0.272484 2.16714;0.178829 0.136787 2.12473;0.182132 0.0603392 2.12296;0.191457 -0.173653 2.10761;0.202201 -0.49366 2.07565;0.340449 0.0465948 2.07133;0.0298651 -0.00038486 2.16113;0.33132 -0.0894555 2.07133;0.00796979 -0.242128 2.13449;0.225584 0.0547921 1.93942;-0.0435904 -0.467016 2.05561;0.224108 0.0737874 1.97726;-0.0562594 -0.533413 2.02977;0.21312 0.142413 1.98266;-0.0566847 -0.589571 2.00781;0.285369 0.0440872 2.00024;-0.0289626 -0.531495 2.00097;0.273577 -0.479938 2.01862;0.123967 -0.490415 2.06189;0.327964 -0.780944 1.95801;0.139788 -0.795865 2.03839;0.411538 -1.14278 1.97171;0.170593 -1.09385 2.0813;0.376209 -1.16526 1.8508;0.139005 -1.11738 1.95927;220;
1525193551932;0.135028 0.273022 2.16644;0.177945 0.136218 2.12275;0.181273 0.0598705 2.12096;0.190659 -0.173832 2.10559;0.201693 -0.493301 2.07357;0.34026 0.0471813 2.0696;0.0290269 -0.000189629 2.1601;0.330389 -0.0891361 2.0696;0.0075217 -0.242012 2.13476;0.225297 0.0552802 1.93977;-0.0475393 -0.466351 2.05682;0.223277 0.0773775 1.9775;-0.0602783 -0.532913 2.02874;0.209654 0.1484 1.97774;-0.0638648 -0.591219 2.00964;0.200432 0.0361138 2.01041;-0.0335363 -0.538567 1.99224;0.272911 -0.479322 2.01584;0.123617 -0.490284 2.06047;0.325799 -0.776047 1.95553;0.139068 -0.796045 2.03745;0.411293 -1.14175 1.97206;0.169659 -1.09339 2.08142;0.375799 -1.16427 1.85114;0.137916 -1.11694 1.95939;221;
1525193552083;0.133285 0.274714 2.16273;0.176018 0.135981 2.1178;0.179263 0.0596924 2.11618;0.188407 -0.173855 2.10137;0.199428 -0.49297 2.0701;0.337277 0.0491106 2.05771;0.0277375 -0.000129525 2.1587;0.32149 -0.0861923 2.05771;0.00493882 -0.241855 2.13401;0.2237 0.0594155 1.94262;-0.0563446 -0.462722 2.05418;0.219774 0.0983418 1.98384;-0.0754539 -0.525797 2.01997;0.186407 0.165265 2.00446;-0.078812 -0.581836 1.99489;0.267303 0.0740281 2.01095;-0.0497232 -0.523726 1.98941;0.26994 -0.478475 2.01119;0.122044 -0.490372 2.05808;0.323478 -0.772074 1.95147;0.138417 -0.796939 2.0371;0.410173 -1.14015 1.97193;0.168491 -1.0955 2.08022;0.371722 -1.1628 1.85199;0.133795 -1.11915 1.9592;222;
1525193552249;0.130107 0.278187 2.16021;0.174729 0.135454 2.11605;0.177859 0.0592668 2.11433;0.186599 -0.173939 2.09917;0.197126 -0.49237 2.06737;0.3363 0.0498692 2.05251;0.0271536 5.53095e-06 2.15787;0.31649 -0.0854515 2.05251;0.00352261 -0.241654 2.13357;0.220575 0.0637364 1.93397;-0.0597544 -0.458816 2.05076;0.207846 0.109109 1.96398;-0.0774247 -0.517469 2.00979;0.190807 0.173623 1.97004;-0.0824243 -0.573143 1.98389;0.212775 0.058269 1.99475;-0.0514254 -0.516502 1.97644;0.26733 -0.477896 2.0078;0.120181 -0.489842 2.05606;0.324029 -0.783764 1.94814;0.137792 -0.79714 2.03661;0.40877 -1.13922 1.97096;0.168212 -1.09942 2.07782;0.369115 -1.16185 1.85146;0.132298 -1.12298 1.95727;223;
1525193552285;0.128531 0.279563 2.15793;0.173726 0.134942 2.11488;0.176906 0.058837 2.11313;0.185787 -0.174139 2.0979;0.196567 -0.492237 2.066;0.3357 0.0500188 2.04972;0.026756 -0.000121773 2.15756;0.315228 -0.0859688 2.04972;0.0027833 -0.241742 2.13307;0.220537 0.0636378 1.93387;-0.0616056 -0.459079 2.04737;0.206869 0.110712 1.95925;-0.0758955 -0.522124 2.00527;0.192239 0.173814 1.96649;-0.0789022 -0.576549 1.977;0.195729 0.0690651 2.00133;-0.0648192 -0.576628 2.00257;0.26662 -0.477647 2.00619;0.11979 -0.48983 2.05498;0.324232 -0.786131 1.94636;0.137317 -0.797624 2.03618;0.407571 -1.13909 1.96896;0.167835 -1.10157 2.07705;0.367243 -1.16175 1.84967;0.131242 -1.12513 1.95672;224;
1525193552398;0.127803 0.280481 2.15688;0.173834 0.134544 2.11311;0.176808 0.0584773 2.11151;0.185114 -0.174424 2.09657;0.195008 -0.492432 2.06486;0.335922 0.049667 2.04841;0.0267604 -0.00023931 2.15711;0.314908 -0.0863563 2.04841;0.00286591 -0.241872 2.1328;0.219745 0.0626442 1.92971;-0.0613577 -0.45971 2.04701;0.211911 0.0896906 1.96878;-0.069527 -0.521616 2.00767;0.193728 0.158735 1.96321;-0.0738959 -0.577859 1.98231;0.196054 0.0461766 2.00793;-0.040554 -0.514033 1.98159;0.265092 -0.477939 2.00493;0.118281 -0.489948 2.05401;0.324118 -0.787264 1.94492;0.136948 -0.79796 2.03608;0.407176 -1.13916 1.967;0.167827 -1.10163 2.07688;0.366645 -1.16183 1.84775;0.131028 -1.12521 1.95658;225;
1525193552431;0.127479 0.281168 2.15617;0.173593 0.134505 2.11279;0.176543 0.0584354 2.11113;0.18478 -0.174472 2.09606;0.194664 -0.492461 2.06422;0.336336 0.0495514 2.04745;0.0268716 -0.000304542 2.15673;0.314289 -0.086906 2.04745;0.00286186 -0.241933 2.13272;0.22046 0.0625824 1.93026;-0.0604684 -0.459532 2.04633;0.213002 0.091434 1.97397;-0.0667839 -0.522855 2.01054;0.192124 0.149106 2.00222;-0.0730895 -0.577569 1.98228;0.19531 0.0438205 2.00735;-0.0398477 -0.515004 1.98204;0.26476 -0.477916 2.00423;0.117946 -0.490033 2.05345;0.319932 -0.773627 1.94011;0.136708 -0.798506 2.03598;0.407073 -1.13799 1.96696;0.164877 -1.09532 2.07889;0.3664 -1.16068 1.84769;0.127979 -1.11901 1.95853;226;
1525193552449;0.127192 0.281423 2.15554;0.174036 0.134312 2.11105;0.176839 0.0582888 2.10959;0.184721 -0.174506 2.09506;0.194356 -0.49238 2.06372;0.336781 0.0496908 2.04689;0.0270556 -0.000229833 2.15603;0.314104 -0.0871443 2.04689;0.00309279 -0.241869 2.13216;0.220991 0.0625998 1.93063;-0.060062 -0.459723 2.04614;0.219029 0.107297 1.96799;-0.0648586 -0.521947 2.01329;0.1975 0.168329 1.99246;-0.0708176 -0.578503 1.98531;0.241543 0.066971 1.997;-0.033974 -0.519477 1.9853;0.26438 -0.477831 2.0035;0.117719 -0.489972 2.05316;0.321399 -0.779552 1.93898;0.136649 -0.798506 2.0359;0.406769 -1.13813 1.96474;0.166285 -1.09721 2.07892;0.366157 -1.16085 1.84541;0.129429 -1.12092 1.95851;227;
1525193552523;0.126903 0.281687 2.15461;0.175428 0.13455 2.10956;0.177876 0.0584541 2.10829;0.184961 -0.174492 2.09428;0.194016 -0.492463 2.06327;0.337261 0.0498408 2.04624;0.0276755 3.07e-05 2.15564;0.314366 -0.0871317 2.04624;0.00371502 -0.241614 2.13187;0.222396 0.0631125 1.9312;-0.0584916 -0.461214 2.04703;0.222704 0.108775 1.9671;-0.0609783 -0.523607 2.01812;0.210957 0.174682 1.97219;-0.0669539 -0.57938 1.98831;0.234433 0.0662549 1.997;-0.0326263 -0.521815 1.98738;0.263977 -0.477917 2.00305;0.117455 -0.490053 2.05272;0.322258 -0.782094 1.93871;0.136538 -0.79822 2.03555;0.407834 -1.13815 1.96276;0.167183 -1.09804 2.07911;0.36712 -1.1609 1.84342;0.130233 -1.12178 1.95869;228;
1525193552617;0.127307 0.282847 2.15418;0.176403 0.13422 2.10955;0.178643 0.0582045 2.10822;0.18521 -0.174566 2.09416;0.19398 -0.492441 2.06317;0.338636 0.0504457 2.04614;0.0280562 -0.000268034 2.15575;0.315575 -0.0873817 2.04614;0.00490145 -0.241998 2.13244;0.223448 0.0628441 1.93072;-0.0519163 -0.464426 2.0497;0.219686 0.112309 1.95665;-0.0566527 -0.525517 2.02381;0.209372 0.176316 1.96905;-0.0629957 -0.580998 1.99499;0.204278 0.0860324 1.96314;-0.0273151 -0.520768 1.99716;0.263887 -0.477862 2.00275;0.117451 -0.490052 2.05272;0.321341 -0.774274 1.93807;0.136584 -0.798294 2.03557;0.407907 -1.13786 1.96269;0.167908 -1.09906 2.07927;0.367165 -1.16062 1.8433;0.130921 -1.12279 1.9588;229;
1525193552688;0.12853 0.284583 2.15328;0.177301 0.134221 2.10954;0.179471 0.0582029 2.10819;0.185728 -0.17457 2.09408;0.194106 -0.492432 2.06314;0.340187 0.0505352 2.04623;0.0287095 -0.000314634 2.15611;0.318139 -0.0886842 2.04623;0.00640086 -0.242134 2.13336;0.225457 0.0616216 1.92955;-0.0496832 -0.465264 2.05226;0.225478 0.106271 1.95412;-0.0543036 -0.526538 2.02582;0.214949 0.16762 1.95608;-0.0607378 -0.582331 1.99692;0.228305 0.0715942 2.00017;-0.0465091 -0.559727 2.02675;0.263959 -0.477855 2.00272;0.117645 -0.490047 2.05271;0.324294 -0.782107 1.93835;0.136662 -0.798346 2.0356;0.407571 -1.13823 1.96237;0.168533 -1.09986 2.07968;0.366837 -1.16097 1.84298;0.131541 -1.12358 1.95921;230;
