Time;Head;Neck;Spine Shoulder;Spine Mid;Spine Base;R Shoulder;L Shoulder;R Elbow;L Elbow;R Wrist;L Wrist;R Hand;L Hand;R Hand Tip;L Hand Tip;R Thumb;L Thumb;R Hip;L Hip;R Knee;L Knee;R Ankle;L Ankle;R Foot;L Foot;Frame No.;
1525193548882;0.238324 0.306883 2.14174;0.245376 0.149237 2.13634;0.246313 0.0764235 2.1307;0.24776 -0.146506 2.10416;0.247788 -0.450702 2.05785;0.398471 0.0678848 2.11797;0.104619 0.0570652 2.1266;0.459914 0.199187 2.11797;0.0453348 0.188844 1.9472;0.360346 0.331292 2.0155;0.116757 0.359348 2.01334;0.301968 0.339823 2.07947;0.164584 0.373888 2.03834;0.276842 0.388904 2.10153;0.189288 0.402798 2.055;0.254073 0.319452 2.02931;0.221422 0.350514 2.01724;0.324688 -0.442275 2.01908;0.16212 -0.443823 2.02616;0.356861 -0.742455 1.9501;0.164464 -0.754839 2.01052;0.424144 -1.07336 1.96865;0.187022 -1.11245 2.06986;0.413889 -1.09511 1.84388;0.180548 -1.13414 1.94454;165;
1525193548915;0.234641 0.305286 2.14508;0.241943 0.147387 2.13877;0.242899 0.0745611 2.13313;0.244569 -0.148391 2.10648;0.245194 -0.452639 2.0599;0.394901 0.066153 2.11931;0.102152 0.0564853 2.12541;0.457379 0.194962 2.11931;0.0394087 0.186331 1.94552;0.358787 0.325036 2.02097;0.103036 0.33964 1.99539;0.300207 0.33774 2.08576;0.136782 0.350824 2.0285;0.27704 0.385262 2.10968;0.200766 0.370431 2.0176;0.25296 0.313606 2.03467;0.196874 0.302089 2.016;0.321967 -0.44498 2.02257;0.159799 -0.445083 2.02706;0.355064 -0.750965 1.94744;0.162563 -0.754354 2.01061;0.422739 -1.06892 1.96331;0.185618 -1.11194 2.06992;0.41338 -1.09069 1.8385;0.180058 -1.13364 1.94458;166;
1525193548948;0.231101 0.304431 2.14815;0.237408 0.146178 2.13992;0.238514 0.0733509 2.1343;0.240725 -0.149614 2.10769;0.242218 -0.453919 2.06108;0.390468 0.0636353 2.12104;0.0979861 0.0554424 2.12365;0.456251 0.188354 2.12104;0.0302607 0.178389 1.9416;0.360796 0.319501 2.02234;0.100002 0.32738 1.99545;0.303951 0.334462 2.08893;0.135615 0.347804 2.03076;0.275717 0.386072 2.11723;0.196917 0.37251 2.01847;0.257728 0.307607 2.04364;0.179689 0.302473 2.02836;0.319311 -0.446551 2.02433;0.156621 -0.445984 2.02756;0.352865 -0.759467 1.94505;0.160933 -0.752166 2.01048;0.421577 -1.08367 1.96159;0.183572 -1.11024 2.06956;0.413495 -1.10526 1.83683;0.179285 -1.13197 1.94415;167;
1525193548982;0.226334 0.304104 2.15381;0.234536 0.145472 2.1416;0.235679 0.0725151 2.13597;0.23803 -0.150864 2.10935;0.239779 -0.45582 2.06272;0.387167 0.0627143 2.12315;0.0949599 0.0529066 2.12306;0.455014 0.183546 2.12315;0.0234628 0.169254 1.93927;0.362685 0.316551 2.02276;0.0939658 0.319501 1.98964;0.308709 0.333819 2.09509;0.104611 0.339378 2.01685;0.277197 0.379854 2.11949;0.177941 0.368696 2.02071;0.258711 0.300084 2.05475;0.172737 0.295525 2.03333;0.317184 -0.448571 2.02659;0.154015 -0.447657 2.02852;0.346424 -0.748674 1.94454;0.159932 -0.752032 2.01135;0.417965 -1.0664 1.95421;0.18283 -1.10972 2.06993;0.410646 -1.08816 1.82935;0.179304 -1.13146 1.94451;168;
1525193549015;0.222229 0.30558 2.15844;0.231299 0.145793 2.14287;0.232761 0.0726333 2.13718;0.235963 -0.151264 2.11041;0.23856 -0.456802 2.06365;0.38492 0.062347 2.1249;0.0915903 0.0510818 2.12318;0.453942 0.174134 2.1249;0.0113038 0.147432 1.93188;0.367135 0.310957 2.02008;0.083694 0.297507 1.98096;0.319362 0.332439 2.08669;0.0971115 0.335405 2.01184;0.277077 0.387123 2.12303;0.112961 0.357296 2.01421;0.267541 0.290934 2.07425;0.118327 0.347997 1.9896;0.315946 -0.449523 2.02818;0.15284 -0.448627 2.02886;0.345517 -0.748612 1.94446;0.159515 -0.751808 2.01162;0.413406 -1.06386 1.9527;0.182293 -1.10905 2.06997;0.406564 -1.08564 1.82782;0.179191 -1.1308 1.94454;169;
1525193549048;0.217506 0.309302 2.16424;0.227847 0.147069 2.14503;0.229641 0.0735675 2.13919;0.233785 -0.151213 2.11196;0.23736 -0.457639 2.06476;0.382261 0.0624203 2.12683;0.0885092 0.0505566 2.12541;0.453762 0.170079 2.12683;0.00633408 0.139289 1.93062;0.366903 0.304436 2.0235;0.0798683 0.289179 1.97897;0.323853 0.332715 2.08234;0.093442 0.332722 2.00887;0.277972 0.388424 2.12514;0.105996 0.362877 2.01008;0.267575 0.285366 2.08167;0.11764 0.34874 1.98986;0.314887 -0.450235 2.02949;0.151599 -0.449509 2.02967;0.342644 -0.745945 1.94573;0.15893 -0.752345 2.01206;0.411008 -1.06336 1.95311;0.180654 -1.10707 2.07097;0.404049 -1.08513 1.82821;0.177422 -1.12885 1.94551;170;
1525193549163;0.213462 0.308692 2.17323;0.227624 0.147715 2.14546;0.229252 0.0741268 2.13967;0.232715 -0.150939 2.11277;0.234889 -0.458255 2.06624;0.382154 0.0625961 2.12645;0.0885092 0.0505582 2.12542;0.448131 0.156 2.12645;0.000899013 0.116306 1.93218;0.367422 0.292637 2.01366;0.0859818 0.284765 1.98816;0.320091 0.339248 2.05895;0.101016 0.321056 2.01429;0.278751 0.387516 2.10204;0.111315 0.359447 2.02594;0.318802 0.306572 2.06694;0.165896 0.279558 2.03971;0.312628 -0.450677 2.03013;0.148964 -0.450297 2.03209;0.340919 -0.744446 1.95008;0.155852 -0.77252 2.01955;0.411061 -1.06392 1.95659;0.177135 -1.10206 2.07144;0.403979 -1.08575 1.8316;0.173823 -1.12395 1.94586;171;
1525193549182;0.211721 0.308375 2.17875;0.227412 0.148054 2.14604;0.228841 0.0743945 2.14031;0.23146 -0.151017 2.1137;0.232141 -0.459258 2.06749;0.38224 0.0629515 2.12607;0.088486 0.0505748 2.12543;0.445091 0.153253 2.12607;-0.000120052 0.11057 1.93449;0.3638 0.288452 2.0097;0.091515 0.284559 1.99638;0.31638 0.337544 2.04955;0.109994 0.317462 2.0272;0.276808 0.383391 2.09523;0.123018 0.347381 2.04539;0.309856 0.315405 2.0706;0.156516 0.279787 2.04918;0.309241 -0.451731 2.03111;0.14692 -0.451182 2.03343;0.339671 -0.743421 1.95452;0.155383 -0.77577 2.02113;0.410112 -1.06574 1.96176;0.176526 -1.10802 2.07169;0.402915 -1.08759 1.83675;0.173082 -1.12984 1.94615;172;
1525193549214;0.210227 0.307715 2.18144;0.219298 0.1496 2.15138;0.221166 0.0755005 2.14511;0.225525 -0.151129 2.11682;0.228917 -0.460305 2.06867;0.376693 0.0608094 2.12628;0.0864377 0.0494029 2.12631;0.44123 0.149482 2.12628;-0.00228485 0.10559 1.93734;0.346622 0.294626 2.00786;0.0938627 0.279807 2.00246;0.304848 0.339606 2.04835;0.116596 0.306574 2.04089;0.267236 0.374125 2.09354;0.123606 0.343584 2.04711;0.307791 0.30351 2.05653;0.154255 0.274791 2.05729;0.305792 -0.452923 2.03178;0.144049 -0.452035 2.03501;0.339028 -0.742841 1.95752;0.154133 -0.778164 2.02242;0.409376 -1.06683 1.96419;0.175803 -1.10689 2.07248;0.402015 -1.08864 1.83916;0.172188 -1.12869 1.94691;173;
1525193549253;0.20877 0.306752 2.18297;0.218299 0.149675 2.15216;0.220093 0.0755383 2.14597;0.22434 -0.151273 2.11786;0.227994 -0.460747 2.06968;0.374712 0.060571 2.12557;0.0848168 0.0488195 2.12652;0.437093 0.14322 2.12557;-0.00455836 0.104459 1.94014;0.341634 0.295456 2.0054;0.0972999 0.266573 2.02671;0.297079 0.337013 2.03741;0.114022 0.297354 2.03722;0.261121 0.367268 2.08198;0.135759 0.326892 2.05326;0.307923 0.293789 2.03813;0.134375 0.291524 2.04675;0.305032 -0.453373 2.03263;0.143037 -0.452426 2.03613;0.338809 -0.743068 1.95917;0.151418 -0.774414 2.02279;0.408281 -1.0666 1.96503;0.174937 -1.10826 2.07208;0.400607 -1.08842 1.83999;0.171005 -1.13004 1.94652;174;
1525193549317;0.206132 0.305678 2.18438;0.2176 0.149507 2.15308;0.219158 0.0752993 2.14714;0.222588 -0.151836 2.11982;0.22525 -0.461952 2.07263;0.37067 0.0578362 2.12471;0.0819753 0.0496007 2.12828;0.431203 0.134798 2.12471;-0.0172551 0.114414 1.95148;0.328464 0.273789 1.95944;0.0909351 0.27146 2.04004;0.291527 0.323976 2.00518;0.111455 0.300241 2.06127;0.244592 0.370071 2.03372;0.211989 0.352921 2.05706;0.288348 0.291263 2.03263;0.153619 0.282201 2.01049;0.30274 -0.454855 2.03515;0.139948 -0.453271 2.03947;0.337005 -0.744189 1.96151;0.1497 -0.769804 2.025;0.407953 -1.0668 1.96548;0.174739 -1.10809 2.07248;0.399703 -1.08864 1.84046;0.170229 -1.1299 1.94693;175;
1525193549448;0.198097 0.302633 2.18536;0.217387 0.150355 2.15386;0.218606 0.0760507 2.14796;0.220485 -0.151329 2.12098;0.219496 -0.462358 2.07431;0.364938 0.0522413 2.12237;0.0756548 0.0532942 2.13594;0.417513 0.124914 2.12237;-0.0472317 0.149401 1.97876;0.311208 0.268249 1.96233;0.0566464 0.273764 2.03929;0.280505 0.310765 1.98514;0.0825697 0.284067 2.06634;0.234228 0.363848 2.01396;0.118573 0.329416 2.07213;0.280696 0.27814 2.01237;0.132483 0.234027 2.05854;0.296434 -0.45574 2.03592;0.134802 -0.453229 2.04199;0.332833 -0.743359 1.96437;0.149033 -0.764649 2.02791;0.406033 -1.06839 1.96709;0.17486 -1.10778 2.07433;0.395254 -1.09022 1.84216;0.167786 -1.1296 1.94887;176;
1525193549484;0.19371 0.308776 2.18406;0.213989 0.176884 2.15554;0.214286 0.0969549 2.14985;0.215275 -0.14299 2.12285;0.214069 -0.461987 2.07606;0.362138 0.0497518 2.12085;0.0734 0.0552559 2.1392;0.41165 0.122553 2.12085;-0.0480122 0.149255 1.98046;0.309198 0.266096 1.95997;0.0448295 0.279083 2.04595;0.272887 0.308734 1.98147;0.0751537 0.3077 2.06723;0.227338 0.360779 2.01561;0.117951 0.342605 2.07812;0.274345 0.278166 2.00289;0.0751239 0.286 2.06675;0.291625 -0.455703 2.03664;0.128941 -0.452478 2.04488;0.331061 -0.742985 1.96565;0.148013 -0.762462 2.02921;0.405004 -1.07031 1.96795;0.174705 -1.10861 2.07572;0.392995 -1.09219 1.84312;0.166384 -1.1305 1.95035;177;
1525193549516;0.189255 0.309468 2.18328;0.21377 0.178639 2.15566;0.213712 0.0995538 2.15013;0.213092 -0.139421 2.12376;0.210367 -0.460554 2.07753;0.365415 0.0513983 2.11977;0.0749325 0.0562995 2.13881;0.404042 0.118975 2.11977;-0.0441607 0.156624 1.98792;0.298361 0.254401 1.94866;0.0706123 0.323434 2.08183;0.260519 0.302465 1.97306;0.117412 0.344813 2.10115;0.219847 0.355917 1.99803;0.15804 0.387071 2.11331;0.265016 0.339455 1.9795;0.141029 0.319691 2.08844;0.288209 -0.454701 2.03703;0.125028 -0.450559 2.0476;0.330227 -0.742997 1.9662;0.146519 -0.760159 2.03077;0.404103 -1.06991 1.96786;0.174915 -1.10857 2.07782;0.391868 -1.09182 1.84303;0.166355 -1.13049 1.95245;178;
1525193549549;0.181804 0.307231 2.18039;0.213596 0.178998 2.15571;0.21333 0.100231 2.15025;0.211763 -0.138189 2.12417;0.207652 -0.459948 2.07835;0.355078 0.0418738 2.11622;0.0697508 0.0630179 2.14762;0.383081 0.117303 2.11622;-0.043581 0.158295 1.99133;0.261549 0.24393 1.93299;0.0602144 0.30775 2.06348;0.232291 0.306157 1.97794;0.0939018 0.336993 2.08446;0.19289 0.352725 2.00221;0.159237 0.385241 2.10073;0.246312 0.323518 1.96787;0.10438 0.329591 2.06133;0.285041 -0.454489 2.03764;0.122896 -0.449668 2.04848;0.329485 -0.742888 1.96624;0.144662 -0.75957 2.0328;0.403543 -1.07067 1.96763;0.174872 -1.10912 2.07871;0.388321 -1.09255 1.84305;0.163317 -1.13104 1.95358;179;
1525193549583;0.17696 0.303332 2.17928;0.213928 0.177126 2.15581;0.213381 0.0992376 2.15035;0.211406 -0.138378 2.12429;0.206096 -0.459803 2.0787;0.355455 0.041853 2.11602;0.0719879 0.0626393 2.14637;0.363829 0.115509 2.11602;-0.0423754 0.161214 1.99544;0.248332 0.243723 1.93767;0.0595699 0.306484 2.06151;0.207854 0.295588 1.97996;0.0976379 0.33786 2.08279;0.163914 0.332055 2.00932;0.141802 0.371192 2.09633;0.231724 0.312186 1.9765;0.154158 0.315656 2.03233;0.28364 -0.454396 2.03699;0.120774 -0.449429 2.05018;0.328308 -0.743076 1.966;0.142614 -0.756841 2.03377;0.403149 -1.07141 1.96783;0.174959 -1.1088 2.07934;0.388204 -1.09328 1.84322;0.163673 -1.13073 1.95418;180;
1525193549682;0.182901 0.295889 2.18304;0.204048 0.150459 2.15473;0.203915 0.0764688 2.14943;0.202639 -0.152454 2.12368;0.198673 -0.467544 2.07813;0.345581 -0.0147435 2.09552;0.0686294 0.0634476 2.15837;0.319622 0.067531 2.09552;-0.0358806 0.163412 2.00282;0.168856 0.223207 1.98033;0.0565723 0.301943 2.05182;0.135682 0.266961 2.00592;0.111604 0.352284 2.08669;0.0775127 0.317152 2.04415;0.154452 0.388552 2.10643;0.162447 0.285989 1.99867;0.147011 0.362965 2.07721;0.272513 -0.463663 2.03156;0.116091 -0.456474 2.05304;0.32536 -0.743119 1.96133;0.141385 -0.757525 2.0346;0.40126 -1.07095 1.96585;0.174737 -1.10824 2.07995;0.379749 -1.09279 1.84201;0.156866 -1.13014 1.95555;181;
1525193549715;0.184586 0.298008 2.18468;0.204491 0.15311 2.15508;0.204017 0.0777374 2.14967;0.202407 -0.152487 2.12378;0.196925 -0.469783 2.07837;0.347015 -0.0132033 2.09512;0.0691808 0.0634056 2.15825;0.318202 0.0656413 2.09512;-0.0326368 0.164235 2.00665;0.162355 0.219274 1.98392;0.0590072 0.304584 2.05264;0.126447 0.265199 2.01565;0.11082 0.349988 2.08358;0.0779439 0.319266 2.04805;0.152836 0.387852 2.10368;0.155784 0.268272 1.98167;0.120806 0.330691 2.076;0.271048 -0.465141 2.03092;0.1146 -0.459325 2.05464;0.326322 -0.762573 1.95391;0.140697 -0.758401 2.03558;0.400414 -1.07068 1.96424;0.174457 -1.1093 2.08099;0.378733 -1.09247 1.84054;0.156413 -1.13116 1.95672;182;
1525193549748;0.185512 0.299653 2.18619;0.204503 0.152779 2.15518;0.20395 0.0773334 2.14977;0.201799 -0.153419 2.12388;0.195822 -0.470812 2.07832;0.347823 -0.0120215 2.09502;0.0699806 0.063498 2.15824;0.317192 0.0631162 2.09502;-0.0312184 0.164387 2.00905;0.160585 0.218501 1.98535;0.0603379 0.306924 2.04968;0.121855 0.264985 2.0215;0.100486 0.340746 2.07435;0.0746318 0.317944 2.04402;0.144329 0.380992 2.08954;0.155357 0.274182 2.01183;0.142812 0.360748 2.069;0.269863 -0.465805 2.03017;0.113768 -0.460664 2.0554;0.325685 -0.76594 1.95126;0.138743 -0.759688 2.03665;0.398366 -1.06941 1.96232;0.174694 -1.10949 2.08125;0.376596 -1.09122 1.83858;0.156532 -1.13137 1.95696;183;
1525193549815;0.186762 0.29979 2.18714;0.204518 0.152568 2.15543;0.203858 0.0770547 2.15;0.201 -0.154228 2.1241;0.19391 -0.472095 2.07822;0.349001 -0.0105811 2.09473;0.0709733 0.0641276 2.15886;0.316771 0.0613639 2.09473;-0.0298953 0.16385 2.01353;0.197632 0.176139 1.98719;0.0836012 0.314856 2.07057;0.169353 0.225996 2.00902;0.131582 0.350841 2.10119;0.135829 0.273503 2.05597;0.18362 0.386408 2.11792;0.182659 0.251935 1.98276;0.135068 0.305372 2.10048;0.267282 -0.466803 2.0274;0.111737 -0.462775 2.05799;0.323478 -0.770222 1.94884;0.136793 -0.762863 2.03956;0.408346 -1.12844 1.96133;0.174949 -1.11029 2.08236;0.386163 -1.14956 1.83801;0.156447 -1.13218 1.95809;184;
1525193550030;0.187959 0.29931 2.18791;0.205197 0.152298 2.15609;0.204267 0.0767607 2.15047;0.200935 -0.154614 2.12427;0.193382 -0.472669 2.07807;0.353712 -0.00377236 2.09463;0.0746474 0.0687049 2.17263;0.325534 0.0352258 2.09463;-0.0300721 0.160877 2.01725;0.178332 0.17232 2.01679;0.0618001 0.304546 2.05425;0.169006 0.217606 2.03432;0.108317 0.351651 2.07874;0.153555 0.240771 2.06346;0.142187 0.399027 2.09105;0.170742 0.231251 1.99687;0.139192 0.303414 2.10032;0.266359 -0.467262 2.02608;0.111571 -0.46353 2.05872;0.323051 -0.77345 1.95008;0.136698 -0.763309 2.04012;0.406197 -1.12966 1.96115;0.17502 -1.10995 2.08216;0.379515 -1.15077 1.83868;0.151984 -1.13185 1.95873;185;
1525193550065;0.1898 0.298558 2.18807;0.206189 0.152204 2.15639;0.204994 0.0766618 2.15069;0.201068 -0.15468 2.12428;0.193373 -0.472661 2.078;0.37853 0.0228958 2.09897;0.0757639 0.0684037 2.16978;0.327397 0.0235396 2.09897;-0.0302576 0.159108 2.01774;0.177715 0.167086 2.01702;0.0672867 0.30608 2.05425;0.169103 0.212933 2.04371;0.113248 0.351237 2.08066;0.150327 0.224201 2.08021;0.156186 0.391566 2.09255;0.171621 0.230827 2.00311;0.15093 0.302562 2.09109;0.266449 -0.4669 2.02512;0.111656 -0.463572 2.05899;0.323804 -0.78031 1.95098;0.136769 -0.763761 2.04045;0.405509 -1.12986 1.96129;0.175273 -1.11016 2.08198;0.380627 -1.15095 1.83844;0.154022 -1.13205 1.95817;186;
1525193550130;0.190048 0.298387 2.18788;0.207626 0.15181 2.15707;0.206215 0.0763945 2.15128;0.201605 -0.154667 2.12456;0.19367 -0.472195 2.07811;0.380591 0.0311592 2.1004;0.0764938 0.0686642 2.16813;0.322659 0.00776482 2.1004;-0.0308454 0.143957 2.02049;0.171357 0.152646 2.02356;0.0699421 0.307383 2.0508;0.152935 0.20877 2.07817;0.1122 0.347532 2.06759;0.10524 0.252727 2.11165;0.144774 0.391964 2.07831;0.1798 0.253165 2.02132;0.133943 0.309794 2.10461;0.266894 -0.465947 2.02508;0.112256 -0.463125 2.05944;0.324022 -0.782359 1.95193;0.136837 -0.763721 2.04062;0.404399 -1.12944 1.96084;0.172958 -1.09613 2.08313;0.379957 -1.15057 1.83779;0.152161 -1.11821 1.95904;187;
1525193550198;0.191195 0.295637 2.18763;0.210287 0.150921 2.15805;0.208556 0.0756811 2.15216;0.202884 -0.154907 2.12504;0.194202 -0.47189 2.07825;0.376844 0.0381227 2.10045;0.0777021 0.0684351 2.16623;0.322747 -0.035005 2.10045;-0.0460217 0.0923118 2.02249;0.17267 0.112639 2.038;0.0863585 0.292031 2.01318;0.162748 0.168922 2.06977;0.109388 0.325999 2.01622;0.123886 0.209415 2.10398;0.153588 0.359078 2.04383;0.155484 0.19818 2.0475;0.143651 0.321749 2.0012;0.267681 -0.465177 2.02476;0.113208 -0.462952 2.06031;0.32416 -0.782965 1.95253;0.137499 -0.766819 2.04206;0.403733 -1.12913 1.96021;0.169788 -1.08499 2.08272;0.379124 -1.15019 1.83729;0.148857 -1.10715 1.95868;188;
1525193550264;0.19697 0.293073 2.19686;0.211364 0.150481 2.15793;0.209828 0.0751558 2.15206;0.204644 -0.155659 2.12498;0.196571 -0.472502 2.07811;0.376916 0.0382794 2.10051;0.0777991 0.0647961 2.1693;0.33187 -0.0611349 2.10051;-0.0627363 0.0084399 2.04135;0.179392 0.0863409 2.04758;0.0388854 0.169131 1.96484;0.171772 0.142148 2.07218;0.0775289 0.229339 1.95112;0.131248 0.183822 2.10657;0.118005 0.268132 1.94917;0.170155 0.157873 2.03671;0.129387 0.228186 1.9738;0.269693 -0.465141 2.02406;0.116631 -0.464399 2.06107;0.320298 -0.768214 1.95484;0.13806 -0.770832 2.04236;0.403381 -1.12962 1.96087;0.172584 -1.10008 2.08233;0.377584 -1.15072 1.83813;0.150424 -1.12209 1.95857;189;
1525193550298;0.202892 0.302386 2.21601;0.213325 0.148816 2.15777;0.211684 0.0736354 2.15201;0.206064 -0.156712 2.12513;0.197423 -0.472799 2.07833;0.376835 0.0381922 2.10056;0.0771872 0.0635046 2.16786;0.344388 -0.073947 2.10056;-0.063144 -0.0231988 2.05772;0.194561 0.0749589 2.05553;0.0551243 0.152912 1.93117;0.183084 0.120976 2.0754;0.0722577 0.177987 1.92361;0.148384 0.160652 2.10465;0.109226 0.209419 1.91825;0.184123 0.138565 2.03314;0.104913 0.199454 1.93457;0.270549 -0.465106 2.02362;0.117947 -0.465219 2.06248;0.319947 -0.766549 1.955;0.139049 -0.777736 2.04263;0.404002 -1.12962 1.96093;0.171185 -1.09551 2.08415;0.37859 -1.15071 1.8381;0.149439 -1.11757 1.96027;190;
1525193550350;0.201318 0.297089 2.21443;0.215961 0.147417 2.15788;0.214544 0.0716501 2.15207;0.209615 -0.160994 2.12497;0.201804 -0.480671 2.0775;0.37616 0.0383331 2.10079;0.0755324 0.0239734 2.15566;0.355605 -0.0833322 2.10079;-0.0619766 -0.0837119 2.06672;0.206745 0.0663894 2.06211;0.0472926 0.0918848 1.93071;0.18077 0.103884 2.08618;0.0460209 0.0600045 1.88593;0.132264 0.170327 2.09975;0.0847556 0.0762897 1.86719;0.19212 0.127533 2.03087;0.107615 0.0565979 1.8922;0.275669 -0.472823 2.02505;0.121464 -0.472912 2.05938;0.320141 -0.766792 1.95489;0.138524 -0.782623 2.04245;0.406188 -1.13721 1.96152;0.172821 -1.09916 2.08356;0.381671 -1.15826 1.83851;0.151969 -1.12122 1.95945;191;
1525193550384;0.201107 0.294598 2.21325;0.223517 0.14241 2.15967;0.220729 0.0677721 2.15368;0.212309 -0.162102 2.12597;0.202381 -0.479918 2.0781;0.375716 0.0383385 2.10096;0.0753029 0.0724259 2.20555;0.356784 -0.086146 2.10096;-0.0547263 -0.110271 2.09477;0.22712 0.0847112 2.0584;0.0266728 -0.0134889 1.87922;0.196423 0.132059 2.06683;0.0260813 -0.00763519 1.87118;0.131019 0.170831 2.10265;0.0674136 -5.91361e-06 1.84536;0.196594 0.163046 2.03831;0.0884432 -0.017458 1.887;0.275556 -0.472278 2.02587;0.123189 -0.471456 2.05983;0.32028 -0.766837 1.95482;0.138726 -0.785619 2.04236;0.406077 -1.1366 1.96162;0.170802 -1.09278 2.08234;0.370666 -1.15763 1.84141;0.139079 -1.11487 1.96102;192;
1525193550415;0.20141 0.293003 2.21271;0.230866 0.13424 2.16171;0.227314 0.0606213 2.15574;0.216107 -0.165756 2.12781;0.203028 -0.479935 2.0791;0.369788 0.0409887 2.10324;0.0664758 0.0487537 2.20557;0.359684 -0.0874666 2.10324;-0.0561936 -0.135854 2.0892;0.229503 0.0858976 2.05939;0.00668183 -0.0972478 1.88472;0.19965 0.130508 2.06615;0.00814265 -0.0806283 1.85164;0.140098 0.164671 2.10353;0.0382528 -0.0930021 1.8057;0.209661 0.159564 2.04;0.0599267 -0.0777466 1.8408;0.275747 -0.47215 2.02649;0.124278 -0.471672 2.06122;0.32775 -0.791384 1.95521;0.138529 -0.786227 2.04221;0.404924 -1.13736 1.96212;0.17268 -1.09854 2.08224;0.368618 -1.15834 1.8422;0.140017 -1.12052 1.96123;193;
1525193550450;0.201602 0.292703 2.21266;0.23402 0.132945 2.16285;0.230279 0.0592655 2.15689;0.218236 -0.166954 2.12897;0.203444 -0.479953 2.07995;0.3668 0.0420185 2.10424;0.0627205 0.0405621 2.20808;0.360293 -0.0882447 2.10424;-0.0417148 -0.162629 2.10836;0.25255 0.0962711 2.06753;-0.023752 -0.168143 1.88011;0.223897 0.141918 2.07222;-0.0176651 -0.156132 1.84444;0.211878 0.183977 2.06895;0.0137895 -0.151853 1.795;0.253724 0.156251 2.08877;-0.00904295 -0.189593 1.82625;0.275768 -0.472076 2.02661;0.125327 -0.471988 2.0634;0.325097 -0.780415 1.95495;0.138428 -0.786596 2.0422;0.405197 -1.13687 1.96268;0.170826 -1.09486 2.08278;0.367907 -1.15785 1.84308;0.13721 -1.11689 1.96208;194;
1525193550548;0.201655 0.291155 2.21187;0.236012 0.132305 2.1635;0.232133 0.0585181 2.15756;0.219591 -0.167856 2.12975;0.203686 -0.480243 2.08071;0.365946 0.0418187 2.10412;0.0609017 0.0315328 2.21218;0.360097 -0.0912749 2.10412;-0.00308068 -0.191952 2.18381;0.253198 0.0952228 2.06799;-0.0671399 -0.295152 2.04325;0.223303 0.14114 2.07315;-0.0955256 -0.357736 1.90731;0.200202 0.177116 2.06682;-0.0918292 -0.392692 1.85904;0.253855 0.149109 2.08519;-0.0773572 -0.384448 1.8799;0.275703 -0.47208 2.02675;0.12607 -0.472751 2.06503;0.325211 -0.777888 1.95488;0.138215 -0.787333 2.04243;0.406771 -1.13642 1.96248;0.17052 -1.08908 2.08326;0.36779 -1.15745 1.84339;0.13524 -1.11121 1.96303;195;
1525193550582;0.201154 0.290046 2.2113;0.236689 0.131726 2.16357;0.23283 0.057836 2.15772;0.220282 -0.168805 2.13026;0.20387 -0.480907 2.08178;0.364789 0.0419746 2.10399;0.0607075 0.0274883 2.2143;0.358379 -0.0936933 2.10399;-0.0023593 -0.197666 2.18514;0.252668 0.0943953 2.06912;-0.0728455 -0.35114 2.04856;0.224021 0.141924 2.07578;-0.103036 -0.397421 1.97184;0.207197 0.178239 2.07212;-0.121023 -0.438562 1.91638;0.253711 0.138617 2.08761;-0.10805 -0.431108 1.965;0.275571 -0.472142 2.02688;0.126861 -0.474404 2.06761;0.328224 -0.785906 1.95509;0.138328 -0.789668 2.04321;0.407299 -1.13658 1.96208;0.172331 -1.09407 2.08351;0.367384 -1.15757 1.84343;0.136101 -1.11612 1.96375;196;
1525193550648;0.200067 0.29011 2.2105;0.236152 0.132592 2.16364;0.232482 0.0582853 2.15787;0.220102 -0.168929 2.13069;0.203492 -0.482198 2.08368;0.365325 0.0409466 2.10345;0.0601409 0.0219453 2.2153;0.358497 -0.0963483 2.10345;0.00643849 -0.214663 2.20618;0.25348 0.0926093 2.06972;-0.0722597 -0.406283 2.11879;0.229998 0.141577 2.07642;-0.0972501 -0.466624 2.07121;0.169528 0.161648 2.11774;-0.119356 -0.514543 2.02814;0.25624 0.0940506 2.0945;-0.0763977 -0.484367 2.03673;0.275003 -0.472611 2.0273;0.126695 -0.476506 2.07136;0.326871 -0.779844 1.95562;0.138221 -0.790677 2.04438;0.407506 -1.13672 1.96277;0.16976 -1.08722 2.08724;0.367016 -1.15774 1.84436;0.132995 -1.1094 1.96766;197;
1525193550782;0.183331 0.290024 2.20708;0.231729 0.133701 2.16197;0.229364 0.0587588 2.15693;0.219296 -0.169424 2.13087;0.2038 -0.483949 2.08534;0.366296 0.039031 2.10161;0.0593155 0.0152209 2.21604;0.357907 -0.0995675 2.10161;0.0210379 -0.218601 2.24959;0.253585 0.0900759 2.06901;-0.0535168 -0.446506 2.22663;0.218236 0.137534 2.08382;-0.0705413 -0.522131 2.21636;0.169495 0.165116 2.11323;-0.0775331 -0.573774 2.20621;0.191193 0.105415 2.098;-0.0427236 -0.548646 2.18379;0.274914 -0.473114 2.02755;0.127309 -0.479434 2.07455;0.326072 -0.777452 1.95729;0.138868 -0.79293 2.04682;0.407604 -1.13733 1.9632;0.173599 -1.09627 2.08696;0.366389 -1.1584 1.8451;0.136055 -1.1184 1.96775;198;
