Time;Head;Neck;Spine Shoulder;Spine Mid;Spine Base;R Shoulder;L Shoulder;R Elbow;L Elbow;R Wrist;L Wrist;R Hand;L Hand;R Foot;L Foot;Frame No.;
1525195578797;0.242505 0.500308 2.72718;0.238558 0.334699 2.72595;0.239123 0.254884 2.7277;0.239847 0.0107735 2.72313;0.239488 -0.321699 2.70665;0.418978 0.227939 2.72815;0.0652605 0.229901 2.76817;0.484851 -0.0494741 2.72815;0.022968 -0.0547019 2.76932;0.589764 -0.305809 2.6697;-0.0929078 -0.30589 2.68698;0.617948 -0.381031 2.65071;-0.135872 -0.38153 2.6665;0.454891 -1.3002 2.67239;0.0810314 -1.28572 2.70668;401;
1525195578864;0.241861 0.500047 2.72595;0.237355 0.334605 2.72748;0.237944 0.254784 2.72924;0.238782 0.0106478 2.72467;0.238691 -0.321873 2.70806;0.418086 0.227624 2.72941;0.0635013 0.229607 2.77019;0.483385 -0.0498483 2.72941;0.0216875 -0.0550656 2.77126;0.588842 -0.305618 2.67022;-0.0938631 -0.306303 2.68858;0.617939 -0.379845 2.64941;-0.136224 -0.381838 2.67025;0.454885 -1.30027 2.67296;0.0807949 -1.28654 2.70673;402;
1525195578897;0.241172 0.499511 2.72414;0.236793 0.334067 2.72808;0.23728 0.254275 2.72991;0.237758 0.0102441 2.72558;0.237123 -0.322078 2.70931;0.417513 0.226996 2.73083;0.0611457 0.229264 2.7724;0.482214 -0.0505918 2.73083;0.0206365 -0.0556377 2.77274;0.584963 -0.307465 2.67176;-0.0948875 -0.306824 2.68986;0.617222 -0.379703 2.64722;-0.137709 -0.381464 2.67079;0.454379 -1.30001 2.67285;0.081381 -1.28638 2.70654;403;
1525195578998;0.239815 0.49663 2.71834;0.235842 0.333142 2.72911;0.236191 0.253389 2.731;0.23623 0.00948805 2.72684;0.234996 -0.322637 2.71078;0.416821 0.226595 2.73116;0.0594256 0.229261 2.77328;0.481043 -0.0509628 2.73116;0.0190909 -0.0556156 2.77428;0.58484 -0.307235 2.67243;-0.0992447 -0.306104 2.69361;0.619174 -0.380457 2.65164;-0.145567 -0.38307 2.67766;0.454711 -1.30009 2.67229;0.0806792 -1.28655 2.70393;404;
1525195579264;0.23892 0.49534 2.71297;0.2353 0.332754 2.72872;0.235501 0.253029 2.73081;0.234609 0.00909341 2.72744;0.23105 -0.323017 2.71371;0.415741 0.225998 2.73089;0.0578562 0.230188 2.774;0.478435 -0.0517056 2.73089;0.0149403 -0.0537454 2.7818;0.583044 -0.307886 2.67458;-0.108802 -0.302365 2.70394;0.614896 -0.382141 2.65765;-0.162658 -0.37648 2.69205;0.45463 -1.30029 2.67211;0.0808381 -1.28628 2.70402;405;
1525195579297;0.239157 0.495185 2.71106;0.234674 0.332519 2.72766;0.234829 0.252857 2.7302;0.233521 0.00902073 2.7277;0.22877 -0.322922 2.71584;0.415375 0.225798 2.73094;0.0567458 0.230952 2.77487;0.476563 -0.0519715 2.73094;0.0140323 -0.0523214 2.78908;0.582594 -0.307143 2.6749;-0.113181 -0.297949 2.70676;0.619782 -0.376682 2.65125;-0.172785 -0.366451 2.69431;0.454147 -1.29984 2.67157;0.0808404 -1.28613 2.70382;406;
1525195579383;0.239384 0.494739 2.70975;0.234652 0.3322 2.7273;0.234695 0.252605 2.73001;0.232959 0.00876601 2.72792;0.227406 -0.323175 2.71682;0.414804 0.225294 2.731;0.0566161 0.231125 2.77501;0.471648 -0.0528546 2.731;0.0145297 -0.0511148 2.79755;0.604659 -0.272269 2.63941;-0.101146 -0.240359 2.71036;0.645431 -0.319941 2.61266;-0.174164 -0.278302 2.66489;0.453872 -1.29976 2.67144;0.0796771 -1.28824 2.70225;407;
1525195579464;0.239511 0.494265 2.70881;0.234296 0.331972 2.72718;0.234148 0.252365 2.72996;0.231701 0.00858069 2.72835;0.225584 -0.323158 2.71769;0.414533 0.225109 2.7312;0.0565194 0.231632 2.77546;0.466718 -0.0521334 2.7312;0.0148025 -0.0485866 2.80999;0.617403 -0.233243 2.6189;-0.0932949 -0.207264 2.71069;0.668174 -0.268822 2.58077;-0.160888 -0.231467 2.65425;0.4538 -1.29977 2.67119;0.0793633 -1.28815 2.70216;408;
1525195579532;0.239728 0.494109 2.70859;0.234213 0.33195 2.72712;0.233972 0.252352 2.72995;0.231056 0.00868266 2.7287;0.224472 -0.322834 2.71851;0.414387 0.225112 2.73134;0.0564814 0.23261 2.77633;0.467953 -0.0521875 2.73134;0.0144477 -0.0445846 2.812;0.636799 -0.186431 2.5886;-0.106944 -0.174789 2.68704;0.688724 -0.202993 2.54897;-0.183387 -0.185054 2.6246;0.453792 -1.29968 2.67113;0.0788812 -1.28901 2.69775;409;
1525195579564;0.239882 0.49416 2.70862;0.234169 0.331796 2.72716;0.233843 0.252195 2.73005;0.230603 0.00856227 2.72906;0.223746 -0.322814 2.71899;0.414237 0.224916 2.73208;0.0566021 0.232712 2.7765;0.469781 -0.0522168 2.73208;0.0146928 -0.0391467 2.81435;0.63994 -0.172025 2.58072;-0.107478 -0.164153 2.68449;0.690084 -0.166961 2.53867;-0.177867 -0.161668 2.61863;0.4535 -1.29915 2.671;0.0787006 -1.28901 2.69836;410;
1525195579731;0.240344 0.494205 2.70977;0.233985 0.331686 2.72805;0.233574 0.252122 2.73085;0.230301 0.00860097 2.72955;0.223632 -0.32276 2.71902;0.414264 0.22508 2.73215;0.0567865 0.233077 2.77737;0.475264 -0.0376486 2.73215;0.0157129 -0.0310754 2.81539;0.609767 -0.0435636 2.56526;-0.123863 -0.0665729 2.64974;0.657521 -0.00834542 2.49802;-0.187194 -0.0364391 2.58551;0.452924 -1.29878 2.66987;0.0786683 -1.28898 2.69832;411;
1525195579884;0.241874 0.4948 2.71707;0.234775 0.331433 2.73004;0.234028 0.251941 2.73241;0.230268 0.00858299 2.73017;0.223477 -0.322729 2.719;0.414569 0.224931 2.73225;0.0584221 0.232953 2.78028;0.471496 -0.0262819 2.73225;0.0187625 -0.0263572 2.8159;0.586134 0.00508369 2.5575;-0.124831 -0.027832 2.63785;0.620876 0.0582544 2.49684;-0.171123 0.0132479 2.58516;0.452679 -1.29807 2.66988;0.078657 -1.28896 2.69834;412;
1525195579917;0.242515 0.495087 2.71983;0.235197 0.330512 2.73146;0.2343 0.251219 2.73355;0.230303 0.00835953 2.73056;0.223452 -0.322724 2.71891;0.414817 0.224838 2.73233;0.0594577 0.233152 2.78261;0.471297 -0.0243367 2.73233;0.0228498 -0.0214615 2.81768;0.588329 0.0126374 2.55162;-0.124651 -0.0277872 2.63749;0.617631 0.0601016 2.49716;-0.166287 0.0120532 2.58625;0.452913 -1.29812 2.66973;0.0783818 -1.29005 2.69957;413;
1525195579960;0.243053 0.495428 2.72222;0.235228 0.330573 2.73182;0.234299 0.251272 2.73384;0.230272 0.00839886 2.73064;0.223356 -0.322609 2.7186;0.415069 0.224722 2.73241;0.060025 0.233408 2.7855;0.471235 -0.0234426 2.73241;0.0265457 -0.0187607 2.81863;0.588937 0.0168428 2.54874;-0.124465 -0.0276878 2.63738;0.61583 0.0644646 2.49609;-0.164082 0.0130011 2.58783;0.452266 -1.29763 2.66886;0.0788781 -1.29015 2.69974;414;
1525195580084;0.24434 0.496446 2.72709;0.235243 0.330604 2.73213;0.234304 0.251284 2.73404;0.230272 0.00839808 2.73064;0.223429 -0.322665 2.71779;0.415192 0.224751 2.73235;0.0606022 0.233278 2.78662;0.47221 -0.0221329 2.73235;0.0291864 -0.01818 2.82073;0.588925 0.0206002 2.54937;-0.123655 -0.0256507 2.63892;0.615999 0.0708163 2.50034;-0.162006 0.0154942 2.60016;0.452108 -1.29716 2.66877;0.0780534 -1.29267 2.6951;415;
1525195580115;0.244571 0.496763 2.72968;0.235652 0.330458 2.73284;0.234627 0.251165 2.73463;0.230398 0.00836932 2.73082;0.223494 -0.322635 2.71764;0.415308 0.224805 2.73241;0.0612172 0.233322 2.78748;0.473256 -0.0221424 2.73241;0.0310443 -0.0177059 2.822;0.599098 0.0378054 2.53763;-0.124292 -0.0222053 2.64068;0.618689 0.0743378 2.50503;-0.164178 0.0190586 2.60438;0.452283 -1.29708 2.66884;0.0778901 -1.29089 2.69835;416;
1525195580154;0.245003 0.496873 2.73161;0.235894 0.330512 2.73335;0.234845 0.25119 2.73497;0.230581 0.00836099 2.73084;0.224194 -0.322727 2.71644;0.41539 0.224832 2.73236;0.0619033 0.232891 2.7879;0.474548 -0.0224021 2.73236;0.0310684 -0.0177105 2.82202;0.600121 0.0388045 2.53699;-0.124472 -0.0196806 2.64252;0.620982 0.0762962 2.50381;-0.164576 0.0210229 2.60427;0.452377 -1.29738 2.66831;0.0779805 -1.28997 2.6982;417;
