Time;Head;Neck;Spine Shoulder;Spine Mid;Spine Base;R Shoulder;L Shoulder;R Elbow;L Elbow;R Wrist;L Wrist;R Hand;L Hand;R Foot;L Foot;Frame No.;
1525195563383;0.104651 0.499025 2.79004;0.114462 0.340162 2.77551;0.120588 0.259952 2.78215;0.138903 0.0144092 2.79246;0.163947 -0.320353 2.79727;0.288614 0.250862 2.76862;-0.0511891 0.223451 2.8449;0.410409 0.0156921 2.76862;-0.10558 -0.04911 2.9004;0.441439 0.206905 2.6331;-0.212865 0.124427 2.72007;0.444469 0.260905 2.60056;-0.216352 0.196868 2.70536;0.453132 -1.28517 2.66415;0.0775148 -1.2935 2.71529;235;
1525195563416;0.108532 0.499476 2.78989;0.123244 0.341403 2.77771;0.128852 0.261021 2.7838;0.145733 0.0151301 2.79255;0.169252 -0.319831 2.79509;0.300605 0.250815 2.77255;-0.0415262 0.225239 2.84421;0.413347 0.00339496 2.77255;-0.0926927 -0.0508878 2.88843;0.444118 0.20437 2.63437;-0.208106 0.125166 2.71913;0.44883 0.255508 2.60134;-0.210775 0.198609 2.70811;0.45288 -1.28573 2.66392;0.0749578 -1.29909 2.71223;236;
1525195563449;0.118596 0.500953 2.791;0.130099 0.341658 2.77881;0.135202 0.26122 2.78456;0.150563 0.0152158 2.79229;0.172262 -0.31981 2.79343;0.308233 0.249632 2.77333;-0.0373698 0.226137 2.84569;0.415101 -0.000142394 2.77333;-0.0874749 -0.0511388 2.88575;0.455904 0.17742 2.63968;-0.201116 0.128933 2.71793;0.453974 0.251624 2.60217;-0.206707 0.205158 2.71148;0.451767 -1.28558 2.66692;0.0756843 -1.29902 2.7164;237;
1525195563483;0.132984 0.501659 2.79172;0.140257 0.340953 2.78054;0.144458 0.260686 2.7857;0.157228 0.0151313 2.79186;0.176037 -0.319452 2.79111;0.317293 0.248478 2.77384;-0.0296313 0.227411 2.84552;0.418281 -0.0030541 2.77384;-0.0779338 -0.0517286 2.87814;0.453497 0.14171 2.67589;-0.196872 0.131228 2.7174;0.460284 0.252043 2.60195;-0.200981 0.204819 2.71366;0.451235 -1.28819 2.66671;0.0758077 -1.29826 2.71791;238;
1525195563550;0.156465 0.502161 2.79278;0.149811 0.34112 2.78145;0.153626 0.260855 2.78605;0.165092 0.0153522 2.79042;0.181905 -0.319079 2.78686;0.328654 0.246002 2.77416;-0.0137197 0.229582 2.84318;0.434146 -0.00630439 2.77416;-0.0663604 -0.0487151 2.87626;0.4567 0.143121 2.67502;-0.187032 0.134105 2.72171;0.476789 0.254109 2.6043;-0.186317 0.211739 2.71977;0.449996 -1.2906 2.67076;0.0758156 -1.29821 2.71881;239;
1525195563583;0.165928 0.502107 2.79216;0.158943 0.340368 2.78029;0.162218 0.260439 2.78447;0.172138 0.0158818 2.78747;0.186897 -0.317264 2.78147;0.339753 0.244552 2.77523;-0.00610534 0.231786 2.84168;0.440539 -0.00704517 2.77523;-0.0613723 -0.046658 2.87137;0.490497 0.183134 2.63378;-0.181092 0.138954 2.72321;0.484941 0.2559 2.60451;-0.18033 0.215772 2.71747;0.449587 -1.29053 2.6702;0.0749549 -1.29569 2.7161;240;
1525195563683;0.204229 0.503316 2.79471;0.188192 0.341679 2.77759;0.189147 0.261859 2.78077;0.192334 0.0176455 2.78107;0.198957 -0.315133 2.77206;0.360486 0.242868 2.77472;0.0166874 0.236091 2.83747;0.450103 -0.0162177 2.77472;-0.05409 -0.0381924 2.87078;0.505229 0.136101 2.67386;-0.157339 0.14511 2.71953;0.513517 0.244445 2.61506;-0.15887 0.22213 2.71139;0.449357 -1.29195 2.67049;0.0740992 -1.29182 2.70672;241;
1525195563714;0.209458 0.503004 2.79577;0.194164 0.341223 2.77729;0.195423 0.261424 2.7802;0.198978 0.0173405 2.77939;0.204551 -0.315184 2.76856;0.365949 0.241682 2.77527;0.0230549 0.236634 2.83677;0.455181 -0.0189152 2.77527;-0.0525793 -0.0361244 2.87128;0.511143 0.149687 2.66023;-0.145428 0.185794 2.71469;0.521572 0.237538 2.61857;-0.151607 0.2262 2.70978;0.449469 -1.29261 2.66989;0.0753532 -1.29382 2.70591;242;
1525195563748;0.219592 0.501463 2.79677;0.200868 0.339898 2.77708;0.202152 0.260287 2.77955;0.2057 0.0167842 2.77727;0.210943 -0.314897 2.76389;0.37226 0.240301 2.77497;0.0305186 0.237159 2.83552;0.459128 -0.0204632 2.77497;-0.042892 -0.0366598 2.86784;0.515835 0.142755 2.66589;-0.13974 0.166743 2.7149;0.530904 0.236337 2.61824;-0.145184 0.226349 2.70673;0.44969 -1.29291 2.66913;0.0755685 -1.29394 2.70541;243;
1525195563783;0.22702 0.50122 2.79649;0.207274 0.338448 2.77694;0.208424 0.259033 2.77897;0.211558 0.0161005 2.7753;0.216129 -0.314845 2.75983;0.379511 0.2394 2.77549;0.0375875 0.237518 2.83478;0.463077 -0.0230239 2.77549;-0.0413704 -0.0346146 2.86787;0.525164 0.148657 2.65916;-0.133763 0.181468 2.71345;0.539626 0.235572 2.61943;-0.139521 0.228471 2.70746;0.449981 -1.29177 2.66992;0.0765136 -1.29338 2.70683;244;
1525195563883;0.25432 0.500436 2.79894;0.223379 0.336704 2.77569;0.224517 0.257422 2.777;0.22737 0.0149314 2.77107;0.230894 -0.315412 2.75255;0.402945 0.23814 2.77603;0.0567455 0.235951 2.82909;0.482295 -0.027251 2.77603;0.0087367 -0.00152119 2.84424;0.539291 0.139863 2.66813;-0.115351 0.163635 2.71344;0.561757 0.235084 2.61855;-0.119057 0.231001 2.70536;0.450439 -1.29311 2.66881;0.0775595 -1.29067 2.7048;245;
1525195563915;0.259641 0.500101 2.79828;0.234031 0.336542 2.77524;0.234412 0.257234 2.77605;0.235154 0.0146852 2.76882;0.236363 -0.315738 2.74883;0.408753 0.237132 2.77611;0.062783 0.235491 2.82721;0.488635 -0.0282564 2.77611;0.00838179 -0.00166288 2.84382;0.547262 0.137948 2.66843;-0.10682 0.183903 2.71011;0.568185 0.23604 2.61974;-0.112364 0.232079 2.70406;0.450439 -1.29326 2.67041;0.0778009 -1.29063 2.70468;246;
1525195563948;0.266964 0.499278 2.79999;0.237151 0.33606 2.77511;0.237922 0.256726 2.77574;0.23978 0.0141151 2.76781;0.242142 -0.31637 2.74658;0.41323 0.2364 2.77615;0.0672121 0.234494 2.82676;0.500021 -0.0282518 2.77615;0.00938569 -0.001874 2.8436;0.552826 0.13623 2.67029;-0.100394 0.163649 2.70913;0.574608 0.240613 2.62102;-0.108853 0.231886 2.70339;0.450016 -1.29343 2.67016;0.0779675 -1.29044 2.70404;247;
1525195563981;0.273284 0.498817 2.80026;0.242657 0.335329 2.77561;0.243272 0.256075 2.77599;0.244514 0.0136964 2.76729;0.245899 -0.316527 2.74521;0.416608 0.236051 2.77567;0.0720541 0.234154 2.82583;0.509891 0.00684762 2.77567;0.0155638 -0.00271976 2.84244;0.575534 0.156674 2.65052;-0.0977332 0.160913 2.70886;0.580732 0.237307 2.62339;-0.10393 0.230673 2.70201;0.450626 -1.29506 2.66935;0.0785929 -1.28958 2.70485;248;
1525195564114;0.283451 0.500007 2.80177;0.255501 0.334587 2.77415;0.256438 0.255315 2.7746;0.258393 0.0128973 2.76611;0.260085 -0.317343 2.74424;0.430781 0.234995 2.77492;0.0876218 0.233319 2.82248;0.530302 -0.0189128 2.77492;0.0268019 -0.0028818 2.83858;0.590757 0.166215 2.65093;-0.0896692 0.158102 2.70908;0.601103 0.24953 2.6295;-0.0886123 0.230114 2.6992;0.451067 -1.29493 2.66988;0.0790697 -1.28866 2.70488;249;
1525195564148;0.288985 0.499744 2.80206;0.259439 0.335086 2.77319;0.260411 0.255777 2.77383;0.262506 0.0132492 2.76589;0.264506 -0.317132 2.74476;0.436727 0.234926 2.77535;0.0928107 0.23396 2.82098;0.531798 -0.0190736 2.77535;0.0296016 -0.00285712 2.83705;0.594949 0.170452 2.65122;-0.0841229 0.15675 2.70757;0.604796 0.24977 2.63043;-0.0851392 0.231041 2.70041;0.451658 -1.29588 2.67141;0.0790751 -1.28807 2.7036;250;
1525195564298;0.293368 0.501515 2.80312;0.264459 0.337313 2.77238;0.265353 0.257671 2.77341;0.26738 0.0142544 2.76653;0.269741 -0.317254 2.7469;0.440312 0.233996 2.77334;0.0969904 0.234126 2.82008;0.536679 -0.019431 2.77334;0.032293 -0.00267862 2.83597;0.597587 0.173678 2.65317;-0.0812266 0.156766 2.70778;0.606439 0.25308 2.63108;-0.0835117 0.233034 2.70533;0.451488 -1.29684 2.67147;0.0795613 -1.28885 2.70445;251;
1525195564383;0.294801 0.502026 2.80373;0.265949 0.337846 2.77243;0.266787 0.258181 2.77367;0.268729 0.0147149 2.7675;0.270999 -0.316818 2.74922;0.444551 0.236035 2.7742;0.0985039 0.234492 2.82117;0.540289 -0.017351 2.7742;0.0330505 -0.00193152 2.83603;0.598271 0.17468 2.65347;-0.081072 0.156784 2.71317;0.601098 0.253281 2.6265;-0.0895458 0.235979 2.71519;0.451689 -1.29721 2.67133;0.0791571 -1.28986 2.70358;252;
1525195564463;0.295228 0.50243 2.80435;0.266175 0.338075 2.77324;0.266958 0.258441 2.77469;0.268563 0.0150648 2.76936;0.269886 -0.316363 2.75249;0.44548 0.236433 2.7748;0.0991219 0.23567 2.82361;0.542073 -0.0161407 2.7748;0.0348609 -0.00145928 2.84033;0.598027 0.175649 2.65429;-0.081516 0.158943 2.72208;0.596189 0.251021 2.62468;-0.0941287 0.235145 2.72549;0.451803 -1.29752 2.67069;0.0793195 -1.28915 2.70327;253;
1525195564483;0.295344 0.503186 2.80648;0.266129 0.33901 2.77453;0.2667 0.259404 2.77626;0.267385 0.016082 2.77197;0.266759 -0.315416 2.75672;0.445623 0.236749 2.77492;0.0987719 0.236313 2.82568;0.543411 -0.0151159 2.77492;0.0350333 -0.000884685 2.84525;0.59711 0.176037 2.65379;-0.0815315 0.158734 2.72599;0.593037 0.252024 2.62255;-0.096403 0.237498 2.72909;0.451424 -1.29476 2.67207;0.0791727 -1.28913 2.70446;254;
1525195564516;0.294812 0.503725 2.80819;0.265638 0.339848 2.77552;0.265945 0.260187 2.77745;0.265545 0.016595 2.77389;0.262949 -0.315604 2.75959;0.440517 0.23694 2.77503;0.0982004 0.237399 2.82865;0.54293 -0.0152582 2.77503;0.0337079 0.000308587 2.84882;0.594015 0.174876 2.6519;-0.0837244 0.160258 2.73215;0.588202 0.249432 2.62045;-0.101549 0.237432 2.73267;0.45148 -1.29477 2.67204;0.0792959 -1.28878 2.70434;255;
1525195564550;0.293692 0.503483 2.80953;0.265274 0.33977 2.77655;0.265234 0.260148 2.77875;0.263363 0.0167621 2.7761;0.258216 -0.314818 2.76285;0.44054 0.2369 2.77507;0.0962653 0.238639 2.8324;0.542162 -0.0161072 2.77507;0.0327833 0.000837875 2.85462;0.590662 0.174034 2.65178;-0.0872683 0.160081 2.73764;0.582343 0.249222 2.61864;-0.104228 0.23737 2.73967;0.451252 -1.29453 2.67151;0.0793036 -1.28877 2.70436;256;
1525195564717;0.277946 0.499758 2.82266;0.246844 0.337681 2.79303;0.243427 0.258284 2.79662;0.230976 0.0158247 2.79748;0.211773 -0.313813 2.78743;0.429667 0.23714 2.7784;0.0718079 0.244376 2.86033;0.530487 -0.0157038 2.7784;-0.00159813 0.00854913 2.89502;0.543107 0.176205 2.63076;-0.119456 0.168347 2.78258;0.535803 0.25094 2.60569;-0.132216 0.252017 2.77267;0.451626 -1.29493 2.67409;0.0794589 -1.28961 2.70472;257;
1525195564786;0.269723 0.499322 2.8276;0.237135 0.337366 2.7992;0.234041 0.25809 2.80211;0.223377 0.0158358 2.80097;0.206979 -0.313779 2.78899;0.418136 0.235945 2.78117;0.067025 0.244223 2.86308;0.523645 -0.020441 2.78117;-0.00841516 0.0097455 2.8998;0.526653 0.186608 2.62817;-0.123316 0.171601 2.7864;0.516106 0.244692 2.60004;-0.145692 0.252903 2.7853;0.451342 -1.2946 2.67272;0.0792506 -1.28861 2.70539;258;
1525195565050;0.217045 0.491102 2.85778;0.19207 0.337214 2.8295;0.187804 0.256583 2.83193;0.174149 0.010118 2.82929;0.15491 -0.325424 2.81514;0.355748 0.223962 2.78818;0.0211607 0.237622 2.90972;0.438507 -0.0367886 2.78818;-0.0502303 0.00797503 2.95361;0.459139 0.155184 2.63504;-0.174573 0.165317 2.84522;0.450847 0.237385 2.59266;-0.189752 0.248221 2.83988;0.450279 -1.29284 2.66811;0.0792398 -1.29074 2.71306;259;
1525195565117;0.215301 0.490652 2.85798;0.189279 0.33662 2.82997;0.185477 0.256121 2.83232;0.172971 0.00996415 2.82949;0.154659 -0.325387 2.81519;0.353743 0.223662 2.7878;0.0201194 0.237621 2.91071;0.455433 -0.0235781 2.7878;-0.0629752 -0.0268869 2.9688;0.457819 0.169698 2.61479;-0.188216 0.206592 2.85122;0.439059 0.239617 2.58924;-0.198177 0.249036 2.84693;0.449135 -1.29113 2.66558;0.0790037 -1.29011 2.71581;260;
1525195565299;0.197434 0.49173 2.86138;0.179328 0.337108 2.83332;0.17672 0.256636 2.83542;0.167539 0.0105433 2.83183;0.152649 -0.32481 2.81657;0.344645 0.224689 2.78881;0.0129856 0.237715 2.91507;0.455186 -0.0223179 2.78881;-0.0680642 -0.0297905 2.96468;0.441674 0.179809 2.61482;-0.189278 0.207131 2.85006;0.424203 0.248249 2.58985;-0.206058 0.248838 2.84165;0.448371 -1.29013 2.66279;0.079049 -1.29004 2.71599;261;
1525195565364;0.192259 0.49201 2.86151;0.176136 0.336563 2.83385;0.173834 0.256184 2.83607;0.165658 0.0103665 2.83274;0.152034 -0.324682 2.81763;0.342347 0.225773 2.78957;0.00891827 0.237258 2.91577;0.457219 -0.020662 2.78957;-0.0728831 -0.0323864 2.95561;0.439775 0.191033 2.61553;-0.190956 0.207487 2.84418;0.429768 0.249912 2.59585;-0.205236 0.248302 2.83012;0.448331 -1.29004 2.66276;0.079263 -1.2949 2.7125;262;
1525195565585;0.190509 0.493336 2.85142;0.176659 0.335644 2.8286;0.174921 0.255561 2.83146;0.168615 0.0105177 2.8293;0.160634 -0.322853 2.81471;0.347606 0.230806 2.7969;0.00555614 0.233365 2.89293;0.458953 -0.0118105 2.7969;-0.0704265 -0.0377375 2.93391;0.477793 0.202181 2.6514;-0.182626 0.183708 2.78168;0.474819 0.244024 2.63027;-0.196555 0.226123 2.77326;0.447922 -1.28961 2.66268;0.0794771 -1.29519 2.71186;263;
1525195565688;0.195205 0.494932 2.83634;0.179169 0.333023 2.82225;0.178788 0.253414 2.82462;0.178357 0.0102919 2.82055;0.18196 -0.318766 2.80333;0.357518 0.235518 2.80568;0.010021 0.233028 2.88049;0.463009 -0.0129123 2.80568;-0.0636881 -0.0413558 2.90842;0.498569 0.166689 2.68305;-0.174177 0.14442 2.75409;0.49547 0.243003 2.6453;-0.179092 0.22086 2.74093;0.448863 -1.28909 2.66462;0.0803946 -1.29131 2.71443;264;
1525195565789;0.204863 0.494259 2.82452;0.18812 0.332087 2.81556;0.189705 0.252797 2.81728;0.194716 0.0108354 2.81229;0.201235 -0.317622 2.79585;0.36957 0.237081 2.81291;0.0205771 0.231887 2.86301;0.470826 -0.0122272 2.81291;-0.0598735 -0.0431057 2.87369;0.518065 0.138415 2.73049;-0.148951 0.154459 2.71978;0.521751 0.240071 2.66523;-0.156231 0.231649 2.70986;0.448899 -1.28958 2.66476;0.0785795 -1.29316 2.71597;265;
1525195565816;0.211462 0.495407 2.81984;0.191788 0.332222 2.81268;0.193998 0.253044 2.81426;0.200637 0.0113077 2.80905;0.20961 -0.3172 2.792;0.374885 0.238219 2.81584;0.0248868 0.231165 2.85571;0.474647 -0.0120105 2.81584;-0.057848 -0.0425258 2.87168;0.519125 0.138772 2.7313;-0.140845 0.179534 2.70982;0.529639 0.243559 2.67036;-0.146443 0.232081 2.70051;0.448831 -1.29061 2.6656;0.0785882 -1.29311 2.71267;266;
1525195565851;0.217689 0.496183 2.81418;0.197647 0.331183 2.80782;0.200204 0.252202 2.80977;0.207659 0.0109396 2.80567;0.217654 -0.317175 2.78983;0.381182 0.238401 2.81856;0.0300291 0.232025 2.85013;0.478684 -0.0123418 2.81856;-0.0462368 -0.0447137 2.85574;0.522434 0.139808 2.73394;-0.134901 0.167978 2.70669;0.536899 0.243637 2.6765;-0.137072 0.232905 2.69178;0.449015 -1.29057 2.66577;0.0784873 -1.29289 2.71083;267;
1525195565917;0.234464 0.495658 2.80208;0.20341 0.331223 2.80512;0.20675 0.252263 2.80678;0.216543 0.0109812 2.8018;0.229688 -0.317388 2.78457;0.390131 0.239231 2.82141;0.0430576 0.232321 2.83795;0.487516 -0.0102371 2.82141;-0.0437937 -0.0412946 2.84389;0.533423 0.140588 2.74116;-0.118666 0.164215 2.6849;0.553313 0.25196 2.68337;-0.118344 0.237356 2.67173;0.449471 -1.29031 2.66716;0.078234 -1.2921 2.70706;268;
1525195565950;0.243787 0.49418 2.79856;0.211224 0.330123 2.80146;0.214902 0.251262 2.803;0.225454 0.0102634 2.7977;0.239159 -0.31777 2.7801;0.394922 0.23911 2.82196;0.048582 0.231863 2.83235;0.491187 -0.00958019 2.82196;-0.0404327 -0.0415877 2.83197;0.537775 0.142221 2.74318;-0.106248 0.18746 2.6715;0.559001 0.252481 2.68528;-0.10939 0.242024 2.66409;0.449594 -1.29275 2.66937;0.0786981 -1.29074 2.70672;269;
1525195565985;0.254924 0.491241 2.79292;0.215417 0.329647 2.79927;0.219278 0.250824 2.80073;0.23033 0.00991521 2.79518;0.244642 -0.318035 2.7772;0.399267 0.238406 2.82232;0.0543371 0.231384 2.82653;0.494577 -0.00622387 2.82232;-0.0277969 -0.0447967 2.81375;0.543063 0.147831 2.73925;-0.102337 0.190781 2.66714;0.564243 0.257146 2.68416;-0.102412 0.241709 2.65541;0.449885 -1.29333 2.66863;0.0796368 -1.29122 2.69926;270;
1525195566084;0.301067 0.474725 2.77445;0.229502 0.326224 2.79551;0.233683 0.247519 2.79652;0.245671 0.00694516 2.78954;0.261262 -0.320595 2.76942;0.418638 0.234138 2.83048;0.0768347 0.230471 2.80624;0.499802 -0.00835718 2.83048;-0.0167618 -0.041604 2.80509;0.5487 0.151003 2.73932;-0.0867937 0.195085 2.65001;0.573413 0.259726 2.68987;-0.0867358 0.238406 2.63778;0.449164 -1.29352 2.67317;0.0806656 -1.28864 2.70366;271;
1525195566249;0.331705 0.46437 2.75615;0.253223 0.323524 2.77994;0.256534 0.245027 2.78181;0.265798 0.00500458 2.77735;0.2777 -0.321927 2.7604;0.440384 0.232296 2.83333;0.0979786 0.234343 2.78886;0.511748 0.0158155 2.83333;-0.0100573 -0.0309523 2.80301;0.593228 0.208541 2.69613;-0.0730335 0.194105 2.63811;0.592282 0.247413 2.68644;-0.0683545 0.242789 2.62048;0.450279 -1.29529 2.67415;0.0803428 -1.28827 2.70273;272;
1525195566282;0.333314 0.463855 2.75435;0.257188 0.322777 2.77709;0.260507 0.244257 2.77904;0.269712 0.00418153 2.77488;0.281334 -0.322774 2.75847;0.443822 0.231966 2.8332;0.101114 0.234819 2.78592;0.512944 0.0172849 2.8332;-0.0107872 -0.0292503 2.79712;0.593497 0.207686 2.69586;-0.069419 0.195485 2.63425;0.595614 0.242392 2.68151;-0.0665018 0.250251 2.6169;0.450864 -1.29651 2.67298;0.0810246 -1.28825 2.70331;273;
1525195566315;0.336074 0.463107 2.75104;0.261827 0.322572 2.7751;0.26477 0.24398 2.77707;0.272925 0.00371851 2.77301;0.283351 -0.323413 2.7568;0.445815 0.232046 2.83209;0.103788 0.234686 2.78277;0.514703 0.0180365 2.83209;-0.0107973 -0.0280626 2.79547;0.59453 0.206013 2.69352;-0.0668592 0.196966 2.63213;0.598209 0.238718 2.67632;-0.0633881 0.254158 2.61573;0.450945 -1.29685 2.67195;0.0802239 -1.28842 2.70119;274;
1525195566382;0.340326 0.464006 2.74377;0.26502 0.322665 2.77211;0.267864 0.24402 2.77419;0.275653 0.00360016 2.77048;0.285469 -0.323723 2.75478;0.447819 0.231919 2.82957;0.106635 0.235049 2.78001;0.516109 0.0190065 2.82957;-0.00946894 -0.0276919 2.78698;0.596193 0.203321 2.68929;-0.064084 0.196868 2.63122;0.600824 0.233329 2.67055;-0.0595433 0.256423 2.61605;0.451068 -1.29686 2.67162;0.0797444 -1.28851 2.70199;275;
1525195566517;0.344763 0.457214 2.71691;0.269262 0.320738 2.76522;0.271491 0.242261 2.76777;0.277636 0.00227504 2.76535;0.285736 -0.324628 2.75102;0.460829 0.225932 2.80814;0.110362 0.235148 2.77652;0.520587 0.0198565 2.80814;-0.00487655 -0.0280132 2.78431;0.596824 0.202224 2.68078;-0.0605975 0.196655 2.63046;0.598343 0.235198 2.65662;-0.0563775 0.261569 2.61882;0.450892 -1.29648 2.67089;0.0797482 -1.28793 2.70266;276;
1525195566548;0.3458 0.455152 2.71255;0.272373 0.318073 2.76199;0.274093 0.239969 2.76457;0.278868 0.000927203 2.76224;0.285339 -0.325044 2.74775;0.462491 0.225587 2.80553;0.112325 0.235087 2.77535;0.526838 0.0182192 2.80553;-0.00302333 -0.0279644 2.7838;0.597353 0.202378 2.67685;-0.0589268 0.196862 2.63043;0.599276 0.236079 2.65547;-0.0578057 0.262697 2.62125;0.451324 -1.29702 2.67126;0.0797563 -1.28776 2.70307;277;
1525195566615;0.347301 0.446284 2.69874;0.276546 0.314215 2.75497;0.277535 0.2364 2.75784;0.280177 -0.00177361 2.75638;0.284029 -0.326764 2.74285;0.463758 0.22283 2.79996;0.114275 0.235785 2.77395;0.53176 0.0174125 2.79996;-0.00116031 -0.0271169 2.78357;0.597479 0.204026 2.67156;-0.0583768 0.197065 2.63089;0.596421 0.241429 2.64847;-0.0611957 0.262296 2.6232;0.451625 -1.29772 2.67049;0.0797932 -1.28778 2.70299;278;
1525195566649;0.345015 0.440531 2.68992;0.279884 0.311767 2.75264;0.28037 0.234092 2.75539;0.281527 -0.00367077 2.75359;0.283337 -0.328233 2.73953;0.464765 0.220918 2.79653;0.115041 0.235814 2.77325;0.53411 0.0172618 2.79653;-0.000806859 -0.0268238 2.78364;0.596975 0.204835 2.66915;-0.0577288 0.19735 2.6321;0.594759 0.244454 2.64586;-0.0631518 0.261625 2.6264;0.45186 -1.29721 2.67043;0.0802075 -1.28732 2.7035;279;
1525195566681;0.342541 0.43379 2.68148;0.282684 0.308038 2.74879;0.282726 0.230816 2.75172;0.282531 -0.00565684 2.75053;0.282813 -0.328833 2.73734;0.464909 0.220157 2.7933;0.115633 0.236021 2.77298;0.535845 0.0172525 2.7933;-0.000959409 -0.02615 2.78458;0.596623 0.205962 2.66504;-0.0574783 0.19775 2.63293;0.593945 0.244614 2.64346;-0.0644048 0.262041 2.6277;0.452332 -1.29779 2.67012;0.080114 -1.28675 2.70426;280;
1525195566714;0.339026 0.427772 2.67416;0.284117 0.305415 2.74545;0.284012 0.22837 2.74835;0.28318 -0.00746425 2.74713;0.282285 -0.329562 2.73425;0.464719 0.219683 2.79071;0.115948 0.236332 2.77279;0.536421 0.0169511 2.79071;-0.000361737 -0.0254107 2.78874;0.59625 0.205791 2.66302;-0.0575791 0.19853 2.63414;0.592755 0.244295 2.63914;-0.0660511 0.26151 2.62993;0.452457 -1.2978 2.67011;0.0798203 -1.28782 2.70602;281;
1525195566747;0.337474 0.425765 2.66861;0.287688 0.301739 2.74022;0.286921 0.225188 2.74359;0.284288 -0.00929386 2.74363;0.281573 -0.330008 2.73203;0.464921 0.219259 2.78944;0.116303 0.2366 2.77261;0.55475 -0.0306937 2.78944;0.000122371 -0.0250189 2.7899;0.593414 0.190595 2.67066;-0.0579055 0.199641 2.63569;0.592855 0.243363 2.63607;-0.0679658 0.261734 2.63472;0.452437 -1.2972 2.67491;0.0797843 -1.28787 2.70606;282;
1525195566915;0.321931 0.417107 2.64619;0.288402 0.300127 2.73465;0.287445 0.223661 2.73817;0.284025 -0.0104325 2.73874;0.279792 -0.330273 2.72807;0.463055 0.220959 2.77023;0.116107 0.238448 2.7719;0.554873 -0.030453 2.77023;-0.00438585 -0.0209978 2.79076;0.594478 0.184778 2.65967;-0.0615034 0.207512 2.64922;0.598333 0.241673 2.61713;-0.0724366 0.277038 2.64987;0.452045 -1.29669 2.67597;0.079768 -1.28742 2.70546;283;
1525195567150;0.316615 0.420204 2.64092;0.286748 0.301452 2.72255;0.285607 0.224834 2.72674;0.281435 -0.00955896 2.72917;0.275713 -0.329323 2.7209;0.460787 0.224493 2.75036;0.113951 0.241052 2.7678;0.553053 -0.0183294 2.75036;-0.00406057 -0.0190923 2.78963;0.598267 0.206551 2.61932;-0.0620334 0.208188 2.6493;0.595785 0.254862 2.59412;-0.074674 0.279668 2.64139;0.452546 -1.29822 2.67423;0.0798971 -1.28739 2.70573;284;
1525195567450;0.308842 0.470281 2.6688;0.277357 0.312657 2.72011;0.276659 0.235031 2.72392;0.273415 -0.00191891 2.72541;0.267896 -0.324079 2.71625;0.456507 0.227549 2.73066;0.105672 0.245568 2.7584;0.547472 -0.00615658 2.73066;0.0082616 0.00944515 2.73877;0.677791 -0.0927958 2.54554;-0.153206 -0.0936121 2.58539;0.744419 -0.117592 2.43824;-0.240515 -0.119806 2.50745;0.452563 -1.29671 2.67343;0.0799432 -1.28746 2.70571;285;
1525195567557;0.308064 0.470968 2.67028;0.27366 0.316135 2.71882;0.273151 0.238187 2.72253;0.270502 0.000194284 2.72381;0.265658 -0.323236 2.71458;0.455056 0.228304 2.72006;0.100997 0.247281 2.75154;0.547828 -0.0158346 2.72006;-0.00299785 -0.0014075 2.72327;0.6905 -0.236574 2.57865;-0.146783 -0.23526 2.63243;0.72481 -0.314774 2.54677;-0.200534 -0.338703 2.61329;0.452436 -1.29708 2.67329;0.0796759 -1.28753 2.70523;286;
1525195567616;0.307537 0.471791 2.67007;0.27073 0.31761 2.71146;0.270263 0.239599 2.716;0.267819 0.00128201 2.71942;0.263399 -0.322702 2.71246;0.454673 0.227613 2.71476;0.0982176 0.246122 2.74473;0.527358 -0.0469815 2.71476;0.0188483 -0.0303266 2.7502;0.654885 -0.260673 2.64516;-0.115844 -0.276296 2.68445;0.690746 -0.346469 2.63449;-0.166056 -0.366191 2.66852;0.452416 -1.29686 2.67319;0.0797029 -1.28711 2.70503;287;
1525195567650;0.306591 0.474094 2.66833;0.268426 0.318356 2.70253;0.267888 0.240223 2.70801;0.265359 0.00148601 2.71406;0.261078 -0.323036 2.71;0.451844 0.225859 2.70845;0.0966818 0.244268 2.74173;0.52031 -0.0497905 2.70845;0.0274717 -0.03312 2.76221;0.62966 -0.26774 2.67969;-0.0995606 -0.285524 2.70929;0.669019 -0.356599 2.66633;-0.14274 -0.363918 2.69558;0.452173 -1.29659 2.6741;0.079802 -1.28659 2.70524;288;
1525195567750;0.301092 0.476627 2.65959;0.266879 0.318691 2.69306;0.266325 0.240609 2.6994;0.263785 0.00188693 2.70806;0.259696 -0.322846 2.70737;0.448016 0.225182 2.7043;0.0957077 0.2435 2.74017;0.496002 -0.0448014 2.7043;0.0502452 -0.0302233 2.79966;0.586087 -0.314352 2.77128;-0.0482882 -0.296904 2.81141;0.61304 -0.4009 2.76643;-0.0849277 -0.407644 2.81895;0.452041 -1.29715 2.67269;0.0797433 -1.28657 2.70514;289;
1525195567884;0.293157 0.477451 2.65211;0.264343 0.318583 2.68743;0.264031 0.240559 2.69392;0.262159 0.0019578 2.70325;0.258818 -0.322769 2.70416;0.439311 0.225456 2.69537;0.0927718 0.242974 2.73643;0.489473 -0.0408372 2.69537;0.0484176 -0.0271335 2.8078;0.556059 -0.30969 2.82454;-0.0632116 -0.28406 2.84898;0.584528 -0.407836 2.85247;-0.106344 -0.390995 2.88113;0.452125 -1.29711 2.67367;0.0805224 -1.28554 2.70545;290;
